"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia PUERTO INCA",,,,,,,
"Viviendas particulares (001)",7097,487,999,99,4410,604,498
"Ocupantes presentes (002)",30810,1864,4210,436,19725,2363,2212
"Casa independiente",,,,,,,
"Viviendas particulares (004)",4511,359,400,62,3052,392,246
"Ocupantes presentes (005)",19746,1387,1613,277,13818,1546,1105
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",6,4,,,1,,1
"Ocupantes presentes (011)",11,7,,,2,,2
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",13,8,,,1,3,1
"Ocupantes presentes (014)",41,21,,,4,11,5
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2546,111,599,37,1353,199,247
"Ocupantes presentes (017)",10944,435,2597,159,5884,778,1091
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,4,,,2,1,1
"Ocupantes presentes (020)",31,12,,,11,1,7
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,1,,,1,4,1
"Ocupantes presentes (023)",19,2,,,6,10,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,,5,1
"Ocupantes presentes (026)",18,,,,,17,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1338,196,217,29,684,187,25
"Ocupantes presentes (029)",5982,765,951,132,3177,854,103
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1309,180,217,29,679,182,22
"Ocupantes presentes (032)",5886,725,951,132,3154,835,89
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",6,4,,,1,,1
"Ocupantes presentes (038)",11,7,,,2,,2
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",13,8,,,1,3,1
"Ocupantes presentes (041)",41,21,,,4,11,5
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,4,,,2,1,1
"Ocupantes presentes (047)",31,12,,,11,1,7
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,,,,1,1,
"Ocupantes presentes (050)",13,,,,6,7,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5759,291,782,70,3726,417,473
"Ocupantes presentes (056)",24828,1099,3259,304,16548,1509,2109
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3202,179,183,33,2373,210,224
"Ocupantes presentes (059)",13860,662,662,145,10664,711,1016
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2546,111,599,37,1353,199,247
"Ocupantes presentes (071)",10944,435,2597,159,5884,778,1091
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,1,,,,3,1
"Ocupantes presentes (077)",6,2,,,,3,1
"Otro tipo",,,,,,,
"Viviendas particulares (079)",6,,,,,5,1
"Ocupantes presentes (080)",18,,,,,17,1
