"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia PADRE ABAD (000)",48740,24907,23833
"Casa independiente (001)",37535,22673,14862
"Departamento en edificio (002)",275,275,
"Vivienda en quinta (003)",1284,1284,
"Vivienda en casa de vecindad (004)",370,370,
"Choza o cabaña (005)",8939,,8939
"Vivienda improvisada (006)",223,223,
"Local no dest.para hab. humana (007)",88,63,25
"Otro tipo (008)",26,19,7
