"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CHOTA (000)",73724,60151,13573
"De 3 a 5 años (001)",10212,573,9639
"De 6 a 11 años (002)",22667,20121,2546
"De 12 a 16 años (003)",19924,19567,357
"De 17 a 24 años (004)",20921,19890,1031
"Hombres (005)",36676,30121,6555
"De 3 a 5 años (006)",5130,281,4849
"De 6 a 11 años (007)",11467,10167,1300
"De 12 a 16 años (008)",10035,9894,141
"De 17 a 24 años (009)",10044,9779,265
"Mujeres (010)",37048,30030,7018
"De 3 a 5 años (011)",5082,292,4790
"De 6 a 11 años (012)",11200,9954,1246
"De 12 a 16 años (013)",9889,9673,216
"De 17 a 24 años (014)",10877,10111,766
,,,
"URBANA (015)",13576,11705,1871
"De 3 a 5 años (016)",1669,178,1491
"De 6 a 11 años (017)",3887,3613,274
"De 12 a 16 años (018)",3878,3850,28
"De 17 a 24 años (019)",4142,4064,78
"Hombres (020)",6724,5796,928
"De 3 a 5 años (021)",828,82,746
"De 6 a 11 años (022)",2005,1857,148
"De 12 a 16 años (023)",1963,1949,14
"De 17 a 24 años (024)",1928,1908,20
"Mujeres (025)",6852,5909,943
"De 3 a 5 años (026)",841,96,745
"De 6 a 11 años (027)",1882,1756,126
"De 12 a 16 años (028)",1915,1901,14
"De 17 a 24 años (029)",2214,2156,58
,,,
"RURAL (030)",60148,48446,11702
"De 3 a 5 años (031)",8543,395,8148
"De 6 a 11 años (032)",18780,16508,2272
"De 12 a 16 años (033)",16046,15717,329
"De 17 a 24 años (034)",16779,15826,953
"Hombres (035)",29952,24325,5627
"De 3 a 5 años (036)",4302,199,4103
"De 6 a 11 años (037)",9462,8310,1152
"De 12 a 16 años (038)",8072,7945,127
"De 17 a 24 años (039)",8116,7871,245
"Mujeres (040)",30196,24121,6075
"De 3 a 5 años (041)",4241,196,4045
"De 6 a 11 años (042)",9318,8198,1120
"De 12 a 16 años (043)",7974,7772,202
"De 17 a 24 años (044)",8663,7955,708
