"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHEPEN (000)",1766,36,866,494,305,65
"Sin nivel (001)",109,2,25,34,38,10
"Educación inicial (002)",2,,,2,,
"Primaria (003)",454,21,147,121,123,42
"Secundaria (004)",728,13,409,207,94,5
"Superior no univ. incompleta (005)",109,,78,20,10,1
"Superior no univ. completa (006)",189,,99,74,14,2
"Superior univ. incompleta (007)",68,,51,6,10,1
"Superior univ. completa (008)",107,,57,30,16,4
"Hombres (010)",1318,28,590,374,267,59
"Sin nivel (011)",79,1,19,26,26,7
"Educación inicial (012)",1,,,1,,
"Primaria (013)",380,18,108,102,112,40
"Secundaria (014)",592,9,313,176,89,5
"Superior no univ. incompleta (015)",64,,45,12,6,1
"Superior no univ. completa (016)",91,,47,33,10,1
"Superior univ. incompleta (017)",44,,29,5,9,1
"Superior univ. completa (018)",67,,29,19,15,4
"Mujeres (020)",448,8,276,120,38,6
"Sin nivel (021)",30,1,6,8,12,3
"Educación inicial (022)",1,,,1,,
"Primaria (023)",74,3,39,19,11,2
"Secundaria (024)",136,4,96,31,5,
"Superior no univ. incompleta (025)",45,,33,8,4,
"Superior no univ. completa (026)",98,,52,41,4,1
"Superior univ. incompleta (027)",24,,22,1,1,
"Superior univ. completa (028)",40,,28,11,1,
,,,,,,
"Area Urbana (030)",1425,27,700,395,248,55
"Sin nivel (031)",81,1,16,26,29,9
"Educación inicial (032)",2,,,2,,
"Primaria (033)",326,16,102,86,87,35
"Secundaria (034)",586,10,327,160,85,4
"Superior no univ. incompleta (035)",94,,66,18,9,1
"Superior no univ. completa (036)",175,,90,70,14,1
"Superior univ. incompleta (037)",62,,49,4,8,1
"Superior univ. completa (038)",99,,50,29,16,4
"Hombres (040)",1022,20,449,287,215,51
"Sin nivel (041)",54,,12,19,17,6
"Educación inicial (042)",1,,,1,,
"Primaria (043)",267,13,69,71,80,34
"Secundaria (044)",464,7,241,132,80,4
"Superior no univ. incompleta (045)",51,,35,10,5,1
"Superior no univ. completa (046)",83,,40,32,10,1
"Superior univ. incompleta (047)",39,,27,3,8,1
"Superior univ. completa (048)",63,,25,19,15,4
"Mujeres (050)",403,7,251,108,33,4
"Sin nivel (051)",27,1,4,7,12,3
"Educación inicial (052)",1,,,1,,
"Primaria (053)",59,3,33,15,7,1
"Secundaria (054)",122,3,86,28,5,
"Superior no univ. incompleta (055)",43,,31,8,4,
"Superior no univ. completa (056)",92,,50,38,4,
"Superior univ. incompleta (057)",23,,22,1,,
"Superior univ. completa (058)",36,,25,10,1,
,,,,,,
"Area Rural (060)",341,9,166,99,57,10
"Sin nivel (061)",28,1,9,8,9,1
"Primaria (063)",128,5,45,35,36,7
"Secundaria (064)",142,3,82,47,9,1
"Superior no univ. incompleta (065)",15,,12,2,1,
"Superior no univ. completa (066)",14,,9,4,,1
"Superior univ. incompleta (067)",6,,2,2,2,
"Superior univ. completa (068)",8,,7,1,,
"Hombres (070)",296,8,141,87,52,8
"Sin nivel (071)",25,1,7,7,9,1
"Primaria (073)",113,5,39,31,32,6
"Secundaria (074)",128,2,72,44,9,1
"Superior no univ. incompleta (075)",13,,10,2,1,
"Superior no univ. completa (076)",8,,7,1,,
"Superior univ. incompleta (077)",5,,2,2,1,
"Superior univ. completa (078)",4,,4,,,
"Mujeres (080)",45,1,25,12,5,2
"Sin nivel (081)",3,,2,1,,
"Primaria (083)",15,,6,4,4,1
"Secundaria (084)",14,1,10,3,,
"Superior no univ. incompleta (085)",2,,2,,,
"Superior no univ. completa (086)",6,,2,3,,1
"Superior univ. incompleta (087)",1,,,,1,
"Superior univ. completa (088)",4,,3,1,,
