"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YAULI (000)",44073,2411,20147,1910,19974
"Hombres (001)",23425,1092,11617,1335,9653
"Mujeres (002)",20648,1319,8530,575,10321
"PEA (003)",19701,494,9376,1204,8870
"Hombres (004)",14496,289,7693,1048,5689
"Mujeres (005)",5205,205,1683,156,3181
"Ocupada (006)",18796,471,9185,1174,8208
"Hombres (007)",13825,275,7549,1020,5204
"Mujeres (008)",4971,196,1636,154,3004
"Desocupada (009)",905,23,191,30,662
"Hombres (010)",671,14,144,28,485
"Mujeres (011)",234,9,47,2,177
"No PEA (012)",24372,1917,10771,706,11104
"Hombres (013)",8929,803,3924,287,3964
"Mujeres (014)",15443,1114,6847,419,7140
,,,,,
"URBANA (018)",38742,2157,18575,1676,16616
"Hombres (019)",20289,967,10444,1127,7937
"Mujeres (020)",18453,1190,8131,549,8679
"PEA (021)",17073,456,8325,1014,7444
"Hombres (022)",12385,265,6737,864,4665
"Mujeres (023)",4688,191,1588,150,2779
"Ocupada (024)",16261,434,8144,987,6861
"Hombres (025)",11792,252,6601,839,4246
"Mujeres (026)",4469,182,1543,148,2615
"Desocupada (027)",812,22,181,27,583
"Hombres (028)",593,13,136,25,419
"Mujeres (029)",219,9,45,2,164
"No PEA (030)",21669,1701,10250,662,9172
"Hombres (031)",7904,702,3707,263,3272
"Mujeres (032)",13765,999,6543,399,5900
,,,,,
"RURAL (036)",5331,254,1572,234,3358
"Hombres (037)",3136,125,1173,208,1716
"Mujeres (038)",2195,129,399,26,1642
"PEA (039)",2628,38,1051,190,1426
"Hombres (040)",2111,24,956,184,1024
"Mujeres (041)",517,14,95,6,402
"Ocupada (042)",2535,37,1041,187,1347
"Hombres (043)",2033,23,948,181,958
"Mujeres (044)",502,14,93,6,389
"Desocupada (045)",93,1,10,3,79
"Hombres (046)",78,1,8,3,66
"Mujeres (047)",15,,2,,13
"No PEA (048)",2703,216,521,44,1932
"Hombres (049)",1025,101,217,24,692
"Mujeres (050)",1678,115,304,20,1240
