"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CANAS (000)",9607,66,3553,3428,1062,318,134,44,13,,989
"Conviviente (001)",2295,10,887,821,222,70,19,5,1,,260
"Separado(a) (002)",431,9,157,140,61,22,9,2,1,,30
"Casado(a) (003)",5001,38,2011,1888,573,139,64,27,6,,255
"Viudo(a) (004)",1319,4,427,498,166,72,34,9,4,,105
"Divorciado(a) (005)",31,,10,9,2,2,2,,,,6
"Soltero(a) (006)",530,5,61,72,38,13,6,1,1,,333
,,,,,,,,,,,
"URBANA (008)",1580,13,549,513,231,56,29,6,4,,179
"Conviviente (009)",489,2,182,171,69,19,5,,1,,40
"Separado(a) (010)",85,2,23,29,20,3,2,,,,6
"Casado(a) (011)",695,9,275,228,104,20,10,2,1,,46
"Viudo(a) (012)",196,,61,69,26,9,8,3,1,,19
"Divorciado(a) (013)",5,,,1,1,1,1,,,,1
"Soltero(a) (014)",110,,8,15,11,4,3,1,1,,67
,,,,,,,,,,,
"RURAL (016)",8027,53,3004,2915,831,262,105,38,9,,810
"Conviviente (017)",1806,8,705,650,153,51,14,5,,,220
"Separado(a) (018)",346,7,134,111,41,19,7,2,1,,24
"Casado(a) (019)",4306,29,1736,1660,469,119,54,25,5,,209
"Viudo(a) (020)",1123,4,366,429,140,63,26,6,3,,86
"Divorciado(a) (021)",26,,10,8,1,1,1,,,,5
"Soltero(a) (022)",420,5,53,57,27,9,3,,,,266
