"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia DATEM DEL MARAÑON (000)",9901,497,5078,1712,426,125,77,35,9,,1942
"Conviviente (001)",6881,350,3580,1172,298,75,45,24,5,,1332
"Separado(a) (002)",343,18,180,57,18,4,2,2,1,,61
"Casado(a) (003)",1458,69,837,287,72,26,11,6,,,150
"Viudo(a) (004)",546,35,236,89,20,14,15,2,3,,132
"Divorciado(a) (005)",72,6,24,17,3,2,1,,,,19
"Soltero(a) (006)",601,19,221,90,15,4,3,1,,,248
,,,,,,,,,,,
"URBANA (008)",2969,114,1582,647,163,47,24,6,,,386
"Conviviente (009)",1757,68,959,375,93,20,12,3,,,227
"Separado(a) (010)",133,4,75,30,12,1,,,,,11
"Casado(a) (011)",672,17,370,163,43,15,5,2,,,57
"Viudo(a) (012)",135,13,63,27,4,5,5,,,,18
"Divorciado(a) (013)",12,,4,3,2,2,,,,,1
"Soltero(a) (014)",260,12,111,49,9,4,2,1,,,72
,,,,,,,,,,,
"RURAL (016)",6932,383,3496,1065,263,78,53,29,9,,1556
"Conviviente (017)",5124,282,2621,797,205,55,33,21,5,,1105
"Separado(a) (018)",210,14,105,27,6,3,2,2,1,,50
"Casado(a) (019)",786,52,467,124,29,11,6,4,,,93
"Viudo(a) (020)",411,22,173,62,16,9,10,2,3,,114
"Divorciado(a) (021)",60,6,20,14,1,,1,,,,18
"Soltero(a) (022)",341,7,110,41,6,,1,,,,176
