"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAYLLOMA (000)",67630,9849,1983,23068,20677,3586,3455,2173,2839
"Jefe o Jefa (001)",21742,2619,15,6804,6964,1428,1683,737,1492
"Esposa(o)/ compa¤era(o) (002)",12110,2190,17,4282,3436,620,717,255,593
"Hijo(a)/ hijastro(a) (003)",25425,3553,1697,9429,7485,1135,683,958,485
"Yerno/ nuera (004)",567,16,,92,268,60,56,38,37
"Nieto(a) (005)",1507,398,129,619,276,29,14,31,11
"Padres/ suegros (006)",808,472,,266,54,4,4,3,5
"Otro(a) pariente (007)",3866,468,111,1195,1525,207,178,88,94
"Trabajador(a) del hogar (008)",70,7,,24,31,3,2,3,
"Pensionista (009)",40,2,,2,22,6,3,,5
"Otro(a) no pariente (010)",1495,124,14,355,616,94,115,60,117
"Hombres (012)",34325,3463,1019,11314,11651,1975,1920,1342,1641
"Jefe o Jefa (013)",15851,1001,8,4948,5647,1127,1310,626,1184
"Esposa(o)/ compa¤era(o) (014)",758,61,,200,297,61,68,8,63
"Hijo(a)/ hijastro(a) (015)",13379,1860,890,4794,4080,581,348,577,249
"Yerno/ nuera (016)",244,2,,32,115,23,28,27,17
"Nieto(a) (017)",788,211,62,326,138,11,9,20,11
"Padres/ suegros (018)",290,72,,162,43,2,4,3,4
"Otro(a) pariente (019)",2084,194,52,650,897,108,94,45,44
"Trabajador(a) del hogar (020)",20,1,,8,9,2,,,
"Pensionista (021)",24,1,,1,13,5,,,4
"Otro(a) no pariente (022)",887,60,7,193,412,55,59,36,65
"Mujeres (024)",33305,6386,964,11754,9026,1611,1535,831,1198
"Jefe o Jefa (025)",5891,1618,7,1856,1317,301,373,111,308
"Esposa(o)/ compa¤era(o) (026)",11352,2129,17,4082,3139,559,649,247,530
"Hijo(a)/ hijastro(a) (027)",12046,1693,807,4635,3405,554,335,381,236
"Yerno/ nuera (028)",323,14,,60,153,37,28,11,20
"Nieto(a) (029)",719,187,67,293,138,18,5,11,
"Padres/ suegros (030)",518,400,,104,11,2,,,1
"Otro(a) pariente (031)",1782,274,59,545,628,99,84,43,50
"Trabajador(a) del hogar (032)",50,6,,16,22,1,2,3,
"Pensionista (033)",16,1,,1,9,1,3,,1
"Otro(a) no pariente (034)",608,64,7,162,204,39,56,24,52
,,,,,,,,,
"URBANA (036)",45291,5955,1367,15033,14611,2657,2484,1289,1895
"Jefe o Jefa (037)",14306,1472,7,4151,4869,1069,1240,453,1045
"Esposa(o)/ compa¤era(o) (038)",7781,1263,5,2571,2349,496,542,157,398
"Hijo(a)/ hijastro(a) (039)",17524,2331,1180,6650,5387,789,415,531,241
"Yerno/ nuera (040)",358,10,,52,170,46,40,20,20
"Nieto(a) (041)",861,223,81,351,164,15,6,14,7
"Padres/ suegros (042)",552,309,,184,48,3,3,1,4
"Otro(a) pariente (043)",2711,273,82,827,1120,149,130,60,70
"Trabajador(a) del hogar (044)",38,6,,11,19,1,,1,
"Pensionista (045)",39,1,,2,22,6,3,,5
