"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAYLLOMA (000)",26880,26063,7397,3719,3997,3015,3765,2168,1147,855,817,70639
"De 12 a 14 años (001)",2406,2391,2382,8,1,,,,,,15,10
"De 15 a 19 años (002)",3438,3381,2943,370,58,7,3,,,,57,519
"De 20 a 24 años (003)",3264,3002,1067,1185,610,103,30,7,,,262,2884
"De 25 a 29 años (004)",3155,2932,417,921,913,478,182,16,5,,223,5098
"De 30 a 34 años (005)",2756,2658,196,498,869,598,407,83,6,1,98,6367
"De 35 a 39 años (006)",2433,2387,98,248,604,568,624,205,36,4,46,7541
"De 40 a 44 años (007)",2146,2112,70,144,357,415,674,315,97,40,34,8337
"De 45 a 49 años (008)",1643,1629,28,89,202,277,533,285,147,68,14,7511
"De 50 y más años (009)",5639,5571,196,256,383,569,1312,1257,856,742,68,32372
"PEA (010)",12969,12552,2226,2167,2345,1720,2056,1129,538,371,417,37086
"De 12 a 14 años (011)",168,167,164,2,1,,,,,,1,4
"De 15 a 19 años (012)",988,979,799,152,24,3,1,,,,9,213
"De 20 a 24 años (013)",1776,1620,593,654,303,52,14,4,,,156,1500
"De 25 a 29 años (014)",1856,1717,294,558,509,260,84,9,3,,139,2793
"De 30 a 34 años (015)",1690,1639,147,342,539,352,218,39,1,1,51,3680
"De 35 a 39 años (016)",1535,1513,76,180,389,345,373,127,20,3,22,4631
"De 40 a 44 años (017)",1377,1358,47,103,239,265,435,196,54,19,19,5212
"De 45 a 49 años (018)",1049,1043,17,55,146,186,326,182,84,47,6,4749
"De 50 y más años (019)",2530,2516,89,121,195,257,605,572,376,301,14,14304
"Ocupada (020)",12659,12262,2123,2112,2312,1686,2025,1112,532,360,397,36451
"De 12 a 14 años (021)",163,162,159,2,1,,,,,,1,4
