"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SANDIA (000)",26887,16872,45,276,8883,142,107,28,1,533
"Hombres (001)",11550,8778,33,181,2065,73,69,16,1,334
"Mujeres (002)",15337,8094,12,95,6818,69,38,12,,199
"De 06 a 14 años (003)",13022,12700,,,125,64,2,4,,127
"Hombres (004)",6656,6494,,,65,25,1,2,,69
"Mujeres (005)",6366,6206,,,60,39,1,2,,58
"De 15 a 29 años (006)",7534,4064,3,85,3190,,56,11,1,124
"Hombres (007)",2991,2224,2,46,594,,31,6,1,87
"Mujeres (008)",4543,1840,1,39,2596,,25,5,,37
"De 30 a 44 años (009)",3110,92,5,76,2796,,32,1,,108
"Hombres (010)",816,51,5,54,605,,26,1,,74
"Mujeres (011)",2294,41,,22,2191,,6,,,34
"De 45 a 64 años (012)",1951,15,11,73,1756,1,12,5,,78
"Hombres (013)",591,9,6,55,463,,7,4,,47
"Mujeres (014)",1360,6,5,18,1293,1,5,1,,31
"De 65 y más años (015)",1270,1,26,42,1016,77,5,7,,96
"Hombres (016)",496,,20,26,338,48,4,3,,57
"Mujeres (017)",774,1,6,16,678,29,1,4,,39
,,,,,,,,,,
"AREA URBANA (018)",7954,5034,33,140,2579,27,12,7,1,121
"Hombres (019)",3282,2506,23,84,569,15,7,4,1,73
"Mujeres (020)",4672,2528,10,56,2010,12,5,3,,48
"De 06 a 14 años (021)",3692,3607,,,47,13,,1,,24
"Hombres (022)",1807,1756,,,29,7,,,,15
"Mujeres (023)",1885,1851,,,18,6,,1,,9
"De 15 a 29 años (024)",2407,1388,1,48,924,,1,3,1,41
"Hombres (025)",964,730,,25,179,,1,1,1,27
"Mujeres (026)",1443,658,1,23,745,,,2,,14
"De 30 a 44 años (027)",958,36,4,32,849,,5,1,,31
"Hombres (028)",230,18,4,22,164,,4,1,,17
"Mujeres (029)",728,18,,10,685,,1,,,14
"De 45 a 64 años (030)",542,2,7,37,478,,4,1,,13
"Hombres (031)",154,2,3,26,113,,1,1,,8
"Mujeres (032)",388,,4,11,365,,3,,,5
"De 65 y más años (033)",355,1,21,23,281,14,2,1,,12
"Hombres (034)",127,,16,11,84,8,1,1,,6
"Mujeres (035)",228,1,5,12,197,6,1,,,6
,,,,,,,,,,
"AREA RURAL (036)",18933,11838,12,136,6304,115,95,21,,412
"Hombres (037)",8268,6272,10,97,1496,58,62,12,,261
"Mujeres (038)",10665,5566,2,39,4808,57,33,9,,151
"De 06 a 14 años (039)",9330,9093,,,78,51,2,3,,103
"Hombres (040)",4849,4738,,,36,18,1,2,,54
"Mujeres (041)",4481,4355,,,42,33,1,1,,49
"De 15 a 29 años (042)",5127,2676,2,37,2266,,55,8,,83
"Hombres (043)",2027,1494,2,21,415,,30,5,,60
"Mujeres (044)",3100,1182,,16,1851,,25,3,,23
"De 30 a 44 años (045)",2152,56,1,44,1947,,27,,,77
"Hombres (046)",586,33,1,32,441,,22,,,57
"Mujeres (047)",1566,23,,12,1506,,5,,,20
"De 45 a 64 años (048)",1409,13,4,36,1278,1,8,4,,65
"Hombres (049)",437,7,3,29,350,,6,3,,39
"Mujeres (050)",972,6,1,7,928,1,2,1,,26
"De 65 y más años (051)",915,,5,19,735,63,3,6,,84
"Hombres (052)",369,,4,15,254,40,3,2,,51
"Mujeres (053)",546,,1,4,481,23,,4,,33
