"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia JAEN (000)",2001,79,1024,533,298,67
"Sin nivel (001)",109,4,28,23,33,21
"Educación inicial (002)",5,1,1,3,,
"Primaria (003)",764,67,280,208,166,43
"Secundaria (004)",750,7,483,190,69,1
"Superior no univ. incompleta (005)",67,,44,16,5,2
"Superior no univ. completa (006)",151,,100,39,12,
"Superior univ. incompleta (007)",41,,25,12,4,
"Superior univ. completa (008)",114,,63,42,9,
"Hombres (010)",1465,48,689,400,265,63
"Sin nivel (011)",81,2,18,16,26,19
"Educación inicial (012)",4,1,1,2,,
"Primaria (013)",607,41,208,167,148,43
"Secundaria (014)",568,4,351,148,64,1
"Superior no univ. incompleta (015)",40,,24,12,4,
"Superior no univ. completa (016)",76,,46,20,10,
"Superior univ. incompleta (017)",21,,11,6,4,
"Superior univ. completa (018)",68,,30,29,9,
"Mujeres (020)",536,31,335,133,33,4
"Sin nivel (021)",28,2,10,7,7,2
"Educación inicial (022)",1,,,1,,
"Primaria (023)",157,26,72,41,18,
"Secundaria (024)",182,3,132,42,5,
"Superior no univ. incompleta (025)",27,,20,4,1,2
"Superior no univ. completa (026)",75,,54,19,2,
"Superior univ. incompleta (027)",20,,14,6,,
"Superior univ. completa (028)",46,,33,13,,
,,,,,,
"Area Urbana (030)",1344,29,687,394,196,38
"Sin nivel (031)",41,2,10,9,13,7
"Educación inicial (032)",5,1,1,3,,
"Primaria (033)",377,20,114,121,93,29
"Secundaria (034)",574,6,349,157,62,
"Superior no univ. incompleta (035)",60,,40,14,4,2
"Superior no univ. completa (036)",136,,88,37,11,
"Superior univ. incompleta (037)",40,,24,12,4,
"Superior univ. completa (038)",111,,61,41,9,
"Hombres (040)",940,18,439,280,168,35
"Sin nivel (041)",27,2,7,4,8,6
"Educación inicial (042)",4,1,1,2,,
"Primaria (043)",295,12,85,91,78,29
"Secundaria (044)",423,3,245,118,57,
"Superior no univ. incompleta (045)",35,,21,11,3,
"Superior no univ. completa (046)",69,,41,19,9,
"Superior univ. incompleta (047)",20,,10,6,4,
"Superior univ. completa (048)",67,,29,29,9,
"Mujeres (050)",404,11,248,114,28,3
"Sin nivel (051)",14,,3,5,5,1
"Educación inicial (052)",1,,,1,,
"Primaria (053)",82,8,29,30,15,
"Secundaria (054)",151,3,104,39,5,
"Superior no univ. incompleta (055)",25,,19,3,1,2
"Superior no univ. completa (056)",67,,47,18,2,
"Superior univ. incompleta (057)",20,,14,6,,
"Superior univ. completa (058)",44,,32,12,,
,,,,,,
"Area Rural (060)",657,50,337,139,102,29
"Sin nivel (061)",68,2,18,14,20,14
"Primaria (063)",387,47,166,87,73,14
"Secundaria (064)",176,1,134,33,7,1
"Superior no univ. incompleta (065)",7,,4,2,1,
"Superior no univ. completa (066)",15,,12,2,1,
"Superior univ. incompleta (067)",1,,1,,,
"Superior univ. completa (068)",3,,2,1,,
"Hombres (070)",525,30,250,120,97,28
"Sin nivel (071)",54,,11,12,18,13
"Primaria (073)",312,29,123,76,70,14
"Secundaria (074)",145,1,106,30,7,1
"Superior no univ. incompleta (075)",5,,3,1,1,
"Superior no univ. completa (076)",7,,5,1,1,
"Superior univ. incompleta (077)",1,,1,,,
"Superior univ. completa (078)",1,,1,,,
"Mujeres (080)",132,20,87,19,5,1
"Sin nivel (081)",14,2,7,2,2,1
"Primaria (083)",75,18,43,11,3,
"Secundaria (084)",31,,28,3,,
"Superior no univ. incompleta (085)",2,,1,1,,
"Superior no univ. completa (086)",8,,7,1,,
"Superior univ. completa (088)",2,,1,1,,
