"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SANTA CRUZ (000)",11672,1644,1379,5404,233,2186,208,618
"Agric., ganadería, caza y silvicultura (001)",7516,3,1074,4308,196,1935,,
"Explotación de minas y canteras (003)",12,8,4,,,,,
"Industrias manufactureras (004)",266,6,55,186,1,18,,
"Suministro de electricidad, gas y agua (005)",8,8,,,,,,
"Construcción (006)",197,11,131,51,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",521,38,4,411,10,58,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",26,4,2,18,,2,,
"Comercio al por mayor (009)",17,3,,11,,3,,
"Comercio al por menor (010)",478,31,2,382,10,53,,
"Hoteles y restaurantes (011)",132,24,8,88,3,9,,
"Trans., almac. y comunicaciones (012)",202,64,16,117,3,2,,
"Activid.inmobil., empres. y alquileres (014)",69,45,1,19,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",242,213,29,,,,,
"Enseñanza (016)",1026,950,2,68,,6,,
"Servicios sociales y de salud (017)",118,109,,8,1,,,
"Otras activ. serv.comun.soc y personales (018)",117,72,10,29,1,5,,
"Hogares privados con servicio doméstico (019)",208,,,,,,208,
"Actividad economica no especificada (021)",420,93,45,119,14,149,,
"Desocupado (022)",618,,,,,,,618
"Hombres (023)",9339,930,1231,4836,211,1600,9,522
"Agric., ganadería, caza y silvicultura (024)",6848,2,975,4173,186,1512,,
"Explotación de minas y canteras (026)",12,8,4,,,,,
"Industrias manufactureras (027)",217,5,48,145,1,18,,
"Suministro de electricidad, gas y agua (028)",8,8,,,,,,
"Construcción (029)",196,11,130,51,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",277,17,4,236,5,15,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",26,4,2,18,,2,,
"Comercio al por mayor (032)",10,1,,8,,1,,
"Comercio al por menor (033)",241,12,2,210,5,12,,
"Hoteles y restaurantes (034)",22,5,1,13,1,2,,
"Trans., almac. y comunicaciones (035)",196,60,15,116,3,2,,
"Activid.inmobil., empres. y alquileres (037)",42,24,1,16,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",202,178,24,,,,,
"Enseñanza (039)",538,498,2,34,,4,,
"Servicios sociales y de salud (040)",41,36,,4,1,,,
"Otras activ. serv.comun.soc y personales (041)",65,42,7,12,1,3,,
"Hogares privados con servicio doméstico (042)",9,,,,,,9,
"Actividad economica no especificada (044)",144,36,20,36,10,42,,
"Desocupado (045)",522,,,,,,,522
"Mujeres (046)",2333,714,148,568,22,586,199,96
"Agric., ganadería, caza y silvicultura (047)",668,1,99,135,10,423,,
"Industrias manufactureras (050)",49,1,7,41,,,,
"Construcción (052)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",244,21,,175,5,43,,
"Comercio al por mayor (055)",7,2,,3,,2,,
"Comercio al por menor (056)",237,19,,172,5,41,,
"Hoteles y restaurantes (057)",110,19,7,75,2,7,,
"Trans., almac. y comunicaciones (058)",6,4,1,1,,,,
"Activid.inmobil., empres. y alquileres (060)",27,21,,3,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",40,35,5,,,,,
"Enseñanza (062)",488,452,,34,,2,,
"Servicios sociales y de salud (063)",77,73,,4,,,,
"Otras activ. serv.comun.soc y personales (064)",52,30,3,17,,2,,
"Hogares privados con servicio doméstico (065)",199,,,,,,199,
"Actividad economica no especificada (067)",276,57,25,83,4,107,,
,,,,,,,,
"URBANA (068)",3177,1176,356,1159,42,209,107,128
"Agric., ganadería, caza y silvicultura (069)",722,2,167,410,18,125,,
"Explotación de minas y canteras (071)",12,8,4,,,,,
"Industrias manufactureras (072)",172,5,35,120,1,11,,
"Suministro de electricidad, gas y agua (073)",5,5,,,,,,
"Construcción (074)",141,10,90,38,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",395,30,4,303,10,48,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",25,3,2,18,,2,,
"Comercio al por mayor (077)",15,3,,10,,2,,
"Comercio al por menor (078)",355,24,2,275,10,44,,
"Hoteles y restaurantes (079)",95,18,5,63,3,6,,
"Trans., almac. y comunicaciones (080)",162,55,14,90,3,,,
"Activid.inmobil., empres. y alquileres (082)",53,35,,15,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",199,181,18,,,,,
"Enseñanza (084)",689,638,2,47,,2,,
"Servicios sociales y de salud (085)",92,86,,5,1,,,
"Otras activ. serv.comun.soc y personales (086)",85,52,7,24,1,1,,
"Hogares privados con servicio doméstico (087)",107,,,,,,107,
"Actividad economica no especificada (089)",120,51,10,44,2,13,,
"Desocupado (090)",128,,,,,,,128
"Hombres (091)",2109,675,315,857,34,127,6,95
"Agric., ganadería, caza y silvicultura (092)",643,2,146,384,18,93,,
"Explotación de minas y canteras (094)",12,8,4,,,,,
"Industrias manufactureras (095)",145,4,31,98,1,11,,
"Suministro de electricidad, gas y agua (096)",5,5,,,,,,
"Construcción (097)",140,10,89,38,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",205,14,4,170,5,12,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",25,3,2,18,,2,,
"Comercio al por mayor (100)",8,1,,7,,,,
"Comercio al por menor (101)",172,10,2,145,5,10,,
"Hoteles y restaurantes (102)",18,4,1,10,1,2,,
"Trans., almac. y comunicaciones (103)",157,51,13,90,3,,,
"Activid.inmobil., empres. y alquileres (105)",30,18,,12,,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",165,152,13,,,,,
"Enseñanza (107)",350,323,2,24,,1,,
"Servicios sociales y de salud (108)",29,25,,3,1,,,
"Otras activ. serv.comun.soc y personales (109)",52,35,5,10,1,1,,
"Hogares privados con servicio doméstico (110)",6,,,,,,6,
"Actividad economica no especificada (112)",57,24,7,18,2,6,,
"Desocupado (113)",95,,,,,,,95
"Mujeres (114)",1068,501,41,302,8,82,101,33
"Agric., ganadería, caza y silvicultura (115)",79,,21,26,,32,,
"Industrias manufactureras (118)",27,1,4,22,,,,
"Construcción (120)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",190,16,,133,5,36,,
"Comercio al por mayor (123)",7,2,,3,,2,,
"Comercio al por menor (124)",183,14,,130,5,34,,
"Hoteles y restaurantes (125)",77,14,4,53,2,4,,
"Trans., almac. y comunicaciones (126)",5,4,1,,,,,
"Activid.inmobil., empres. y alquileres (128)",23,17,,3,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (129)",34,29,5,,,,,
"Enseñanza (130)",339,315,,23,,1,,
"Servicios sociales y de salud (131)",63,61,,2,,,,
"Otras activ. serv.comun.soc y personales (132)",33,17,2,14,,,,
"Hogares privados con servicio doméstico (133)",101,,,,,,101,
