"CUADRO Nº 2: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia PARURO (000)",21514,3781,2936,3449,3751,2765,4832
"Conviviente (001)",5867,123,1067,2066,1487,653,471
"Separado(a) (002)",252,9,55,59,59,35,35
"Casado(a) (003)",7696,17,95,930,1916,1786,2952
"Viudo(a) (004)",1574,2,8,25,116,206,1217
"Divorciado(a) (005)",75,,5,4,12,18,36
"Soltero(a) (006)",6050,3630,1706,365,161,67,121
"Hombres (008)",10862,2004,1544,1736,1860,1425,2293
"Conviviente (009)",2915,60,357,1074,806,364,254
"Separado(a) (010)",80,1,3,15,22,20,19
"Casado(a) (011)",3807,10,32,374,889,929,1573
"Viudo(a) (012)",442,,2,3,25,56,356
"Divorciado(a) (013)",41,,2,3,6,10,20
"Soltero(a) (014)",3577,1933,1148,267,112,46,71
"Mujeres (016)",10652,1777,1392,1713,1891,1340,2539
"Conviviente (017)",2952,63,710,992,681,289,217
"Separado(a) (018)",172,8,52,44,37,15,16
"Casado(a) (019)",3889,7,63,556,1027,857,1379
"Viudo(a) (020)",1132,2,6,22,91,150,861
"Divorciado(a) (021)",34,,3,1,6,8,16
"Soltero(a) (022)",2473,1697,558,98,49,21,50
,,,,,,,
"URBANA (024)",7773,1358,1039,1181,1374,970,1851
"Conviviente (025)",2095,36,313,728,608,247,163
"Separado(a) (026)",104,,14,20,31,17,22
"Casado(a) (027)",2705,14,27,258,628,610,1168
"Viudo(a) (028)",549,1,4,10,31,63,440
"Divorciado(a) (029)",15,,,1,1,2,11
"Soltero(a) (030)",2305,1307,681,164,75,31,47
"Hombres (032)",3876,710,551,573,674,503,865
"Conviviente (033)",1042,18,106,361,323,143,91
"Separado(a) (034)",37,,1,4,11,8,13
"Casado(a) (035)",1327,8,10,99,286,316,608
"Viudo(a) (036)",143,,1,,5,16,121
"Divorciado(a) (037)",8,,,1,1,,6
"Soltero(a) (038)",1319,684,433,108,48,20,26
"Mujeres (040)",3897,648,488,608,700,467,986
"Conviviente (041)",1053,18,207,367,285,104,72
"Separado(a) (042)",67,,13,16,20,9,9
"Casado(a) (043)",1378,6,17,159,342,294,560
"Viudo(a) (044)",406,1,3,10,26,47,319
"Divorciado(a) (045)",7,,,,,2,5
"Soltero(a) (046)",986,623,248,56,27,11,21
,,,,,,,
"RURAL (048)",13741,2423,1897,2268,2377,1795,2981
"Conviviente (049)",3772,87,754,1338,879,406,308
"Separado(a) (050)",148,9,41,39,28,18,13
"Casado(a) (051)",4991,3,68,672,1288,1176,1784
"Viudo(a) (052)",1025,1,4,15,85,143,777
"Divorciado(a) (053)",60,,5,3,11,16,25
"Soltero(a) (054)",3745,2323,1025,201,86,36,74
"Hombres (056)",6986,1294,993,1163,1186,922,1428
"Conviviente (057)",1873,42,251,713,483,221,163
"Separado(a) (058)",43,1,2,11,11,12,6
"Casado(a) (059)",2480,2,22,275,603,613,965
"Viudo(a) (060)",299,,1,3,20,40,235
"Divorciado(a) (061)",33,,2,2,5,10,14
"Soltero(a) (062)",2258,1249,715,159,64,26,45
"Mujeres (064)",6755,1129,904,1105,1191,873,1553
"Conviviente (065)",1899,45,503,625,396,185,145
"Separado(a) (066)",105,8,39,28,17,6,7
"Casado(a) (067)",2511,1,46,397,685,563,819
"Viudo(a) (068)",726,1,3,12,65,103,542
"Divorciado(a) (069)",27,,3,1,6,6,11
"Soltero(a) (070)",1487,1074,310,42,22,10,29
