"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PIURA (000)",580212,45915,9650,200028,175558,32249,47068,30471,39273
"Hombres (001)",284072,15150,4920,96556,94694,15771,20352,16287,20342
"Mujeres (002)",296140,30765,4730,103472,80864,16478,26716,14184,18931
"PEA (003)",239839,13545,184,55687,77960,17137,32099,13253,29974
"Hombres (004)",163456,9033,127,41069,58711,11006,17472,8687,17351
"Mujeres (005)",76383,4512,57,14618,19249,6131,14627,4566,12623
"Ocupada (006)",226138,12878,174,52343,73009,16153,30500,12401,28680
"Hombres (007)",153613,8528,118,38300,54880,10411,16641,8123,16612
"Mujeres (008)",72525,4350,56,14043,18129,5742,13859,4278,12068
"Desocupada (009)",13701,667,10,3344,4951,984,1599,852,1294
"Hombres (010)",9843,505,9,2769,3831,595,831,564,739
"Mujeres (011)",3858,162,1,575,1120,389,768,288,555
"No PEA (012)",340373,32370,9466,144341,97598,15112,14969,17218,9299
"Hombres (013)",120616,6117,4793,55487,35983,4765,2880,7600,2991
"Mujeres (014)",219757,26253,4673,88854,61615,10347,12089,9618,6308
,,,,,,,,,
"URBANA (018)",501069,31248,8528,158797,157281,30763,45842,29965,38645
"Hombres (019)",242540,9154,4329,75046,83525,14927,19659,15973,19927
"Mujeres (020)",258529,22094,4199,83751,73756,15836,26183,13992,18718
"PEA (021)",210218,8666,167,41570,69568,16443,31269,13043,29492
"Hombres (022)",136905,4772,112,28281,50977,10430,16856,8505,16972
"Mujeres (023)",73313,3894,55,13289,18591,6013,14413,4538,12520
"Ocupada (024)",197951,8184,159,38907,65047,15506,29729,12205,28214
"Hombres (025)",128304,4423,105,26109,47534,9871,16065,7952,16245
"Mujeres (026)",69647,3761,54,12798,17513,5635,13664,4253,11969
"Desocupada (027)",12267,482,8,2663,4521,937,1540,838,1278
"Hombres (028)",8601,349,7,2172,3443,559,791,553,727
"Mujeres (029)",3666,133,1,491,1078,378,749,285,551
"No PEA (030)",290851,22582,8361,117227,87713,14320,14573,16922,9153
"Hombres (031)",105635,4382,4217,46765,32548,4497,2803,7468,2955
"Mujeres (032)",185216,18200,4144,70462,55165,9823,11770,9454,6198
,,,,,,,,,
"RURAL (036)",79143,14667,1122,41231,18277,1486,1226,506,628
"Hombres (037)",41532,5996,591,21510,11169,844,693,314,415
"Mujeres (038)",37611,8671,531,19721,7108,642,533,192,213
"PEA (039)",29621,4879,17,14117,8392,694,830,210,482
"Hombres (040)",26551,4261,15,12788,7734,576,616,182,379
"Mujeres (041)",3070,618,2,1329,658,118,214,28,103
"Ocupada (042)",28187,4694,15,13436,7962,647,771,196,466
"Hombres (043)",25309,4105,13,12191,7346,540,576,171,367
"Mujeres (044)",2878,589,2,1245,616,107,195,25,99
"Desocupada (045)",1434,185,2,681,430,47,59,14,16
"Hombres (046)",1242,156,2,597,388,36,40,11,12
"Mujeres (047)",192,29,,84,42,11,19,3,4
"No PEA (048)",49522,9788,1105,27114,9885,792,396,296,146
"Hombres (049)",14981,1735,576,8722,3435,268,77,132,36
"Mujeres (050)",34541,8053,529,18392,6450,524,319,164,110
