"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CALCA (000)",56788,15228,16170,12196,9064,4130
"Hombres (001)",28565,7806,8341,6067,4476,1875
"Mujeres (002)",28223,7422,7829,6129,4588,2255
"PEA (003)",22180,505,7039,7616,5423,1597
"Hombres (004)",15374,301,4791,5325,3795,1162
"Mujeres (005)",6806,204,2248,2291,1628,435
"Ocupada (006)",21690,490,6794,7469,5349,1588
"Hombres (007)",15041,294,4642,5213,3738,1154
"Mujeres (008)",6649,196,2152,2256,1611,434
"Desocupada (009)",490,15,245,147,74,9
"Hombres (010)",333,7,149,112,57,8
"Mujeres (011)",157,8,96,35,17,1
"No PEA (012)",34608,14723,9131,4580,3641,2533
"Hombres (013)",13191,7505,3550,742,681,713
"Mujeres (014)",21417,7218,5581,3838,2960,1820
,,,,,,
"URBANA (018)",20639,5048,6287,4600,3210,1494
"Hombres (019)",10179,2573,3169,2218,1566,653
"Mujeres (020)",10460,2475,3118,2382,1644,841
"PEA (021)",9088,240,2904,3289,2114,541
"Hombres (022)",5546,149,1776,1971,1302,348
"Mujeres (023)",3542,91,1128,1318,812,193
"Ocupada (024)",8795,236,2757,3203,2066,533
"Hombres (025)",5361,146,1689,1917,1268,341
"Mujeres (026)",3434,90,1068,1286,798,192
"Desocupada (027)",293,4,147,86,48,8
"Hombres (028)",185,3,87,54,34,7
"Mujeres (029)",108,1,60,32,14,1
"No PEA (030)",11551,4808,3383,1311,1096,953
"Hombres (031)",4633,2424,1393,247,264,305
"Mujeres (032)",6918,2384,1990,1064,832,648
,,,,,,
"RURAL (036)",36149,10180,9883,7596,5854,2636
"Hombres (037)",18386,5233,5172,3849,2910,1222
"Mujeres (038)",17763,4947,4711,3747,2944,1414
"PEA (039)",13092,265,4135,4327,3309,1056
"Hombres (040)",9828,152,3015,3354,2493,814
"Mujeres (041)",3264,113,1120,973,816,242
"Ocupada (042)",12895,254,4037,4266,3283,1055
"Hombres (043)",9680,148,2953,3296,2470,813
"Mujeres (044)",3215,106,1084,970,813,242
"Desocupada (045)",197,11,98,61,26,1
"Hombres (046)",148,4,62,58,23,1
"Mujeres (047)",49,7,36,3,3,
"No PEA (048)",23057,9915,5748,3269,2545,1580
"Hombres (049)",8558,5081,2157,495,417,408
"Mujeres (050)",14499,4834,3591,2774,2128,1172
