"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia SIHUAS (000)",17540,9426,86,125,7255,307,4,28,,309
"Hombres (001)",6824,4886,52,62,1465,149,4,18,,188
"Mujeres (002)",10716,4540,34,63,5790,158,,10,,121
"De 06 a 14 años (003)",7436,7020,,,229,77,,4,,106
"Hombres (004)",3696,3508,,,100,33,,1,,54
"Mujeres (005)",3740,3512,,,129,44,,3,,52
"De 15 a 29 años (006)",4510,2342,4,30,2045,,3,5,,81
"Hombres (007)",1894,1356,1,15,466,,3,2,,51
"Mujeres (008)",2616,986,3,15,1579,,,3,,30
"De 30 a 44 años (009)",2162,49,5,26,2039,,1,5,,37
"Hombres (010)",434,19,4,13,367,,1,3,,27
"Mujeres (011)",1728,30,1,13,1672,,,2,,10
"De 45 a 64 años (012)",1928,10,36,37,1784,5,,5,,51
"Hombres (013)",377,2,16,19,299,2,,4,,35
"Mujeres (014)",1551,8,20,18,1485,3,,1,,16
"De 65 y más años (015)",1504,5,41,32,1158,225,,9,,34
"Hombres (016)",423,1,31,15,233,114,,8,,21
"Mujeres (017)",1081,4,10,17,925,111,,1,,13
,,,,,,,,,,
"AREA URBANA (018)",4116,2389,67,61,1459,73,2,8,,57
"Hombres (019)",1702,1255,40,32,302,35,2,5,,31
"Mujeres (020)",2414,1134,27,29,1157,38,,3,,26
"De 06 a 14 años (021)",1663,1616,,,34,6,,,,7
"Hombres (022)",844,826,,,14,2,,,,2
"Mujeres (023)",819,790,,,20,4,,,,5
"De 15 a 29 años (024)",1191,753,2,11,404,,2,2,,17
"Hombres (025)",531,421,,6,91,,2,1,,10
"Mujeres (026)",660,332,2,5,313,,,1,,7
"De 30 a 44 años (027)",440,18,5,10,395,,,2,,10
"Hombres (028)",91,6,4,5,66,,,2,,8
"Mujeres (029)",349,12,1,5,329,,,,,2
"De 45 a 64 años (030)",427,1,29,21,357,,,2,,17
"Hombres (031)",99,1,13,10,65,,,1,,9
"Mujeres (032)",328,,16,11,292,,,1,,8
"De 65 y más años (033)",395,1,31,19,269,67,,2,,6
"Hombres (034)",137,1,23,11,66,33,,1,,2
"Mujeres (035)",258,,8,8,203,34,,1,,4
,,,,,,,,,,
"AREA RURAL (036)",13424,7037,19,64,5796,234,2,20,,252
"Hombres (037)",5122,3631,12,30,1163,114,2,13,,157
"Mujeres (038)",8302,3406,7,34,4633,120,,7,,95
"De 06 a 14 años (039)",5773,5404,,,195,71,,4,,99
"Hombres (040)",2852,2682,,,86,31,,1,,52
"Mujeres (041)",2921,2722,,,109,40,,3,,47
"De 15 a 29 años (042)",3319,1589,2,19,1641,,1,3,,64
"Hombres (043)",1363,935,1,9,375,,1,1,,41
"Mujeres (044)",1956,654,1,10,1266,,,2,,23
"De 30 a 44 años (045)",1722,31,,16,1644,,1,3,,27
"Hombres (046)",343,13,,8,301,,1,1,,19
"Mujeres (047)",1379,18,,8,1343,,,2,,8
"De 45 a 64 años (048)",1501,9,7,16,1427,5,,3,,34
"Hombres (049)",278,1,3,9,234,2,,3,,26
"Mujeres (050)",1223,8,4,7,1193,3,,,,8
"De 65 y más años (051)",1109,4,10,13,889,158,,7,,28
"Hombres (052)",286,,8,4,167,81,,7,,19
"Mujeres (053)",823,4,2,9,722,77,,,,9
