"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia HUANCA SANCOS",,,
"Viviendas particulares (001)",3400,1417,1983
"Ocupantes presentes (002)",10465,5181,5284
"Casa independiente",,,
"Viviendas particulares (004)",2854,1381,1473
"Ocupantes presentes (005)",9438,5028,4410
"Departamento en edificio",,,
"Viviendas particulares (007)",4,4,
"Ocupantes presentes (008)",13,13,
"Vivienda en quinta",,,
"Viviendas particulares (010)",15,15,
"Ocupantes presentes (011)",65,65,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",9,7,2
"Ocupantes presentes (014)",32,24,8
"Choza o cabaña",,,
"Viviendas particulares (016)",511,5,506
"Ocupantes presentes (017)",883,22,861
"Vivienda improvisada",,,
"Viviendas particulares (019)",1,1,
"Ocupantes presentes (020)",5,5,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",5,4,1
"Ocupantes presentes (023)",26,24,2
"Otro tipo",,,
"Viviendas particulares (025)",1,,1
"Ocupantes presentes (026)",3,,3
,,,
URBANA,,,
"Viviendas particulares (028)",2117,1178,939
"Ocupantes presentes (029)",7076,4252,2824
"Casa independiente",,,
"Viviendas particulares (031)",2084,1147,937
"Ocupantes presentes (032)",6937,4121,2816
"Departamento en edificio",,,
"Viviendas particulares (034)",4,4,
"Ocupantes presentes (035)",13,13,
"Vivienda en quinta",,,
"Viviendas particulares (037)",15,15,
"Ocupantes presentes (038)",65,65,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",9,7,2
"Ocupantes presentes (041)",32,24,8
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",1,1,
"Ocupantes presentes (047)",5,5,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",4,4,
"Ocupantes presentes (050)",24,24,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1283,239,1044
"Ocupantes presentes (056)",3389,929,2460
"Casa independiente",,,
"Viviendas particulares (058)",770,234,536
"Ocupantes presentes (059)",2501,907,1594
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",511,5,506
"Ocupantes presentes (071)",883,22,861
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",2,,2
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",3,,3
