"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAJAMARCA (000)",6448,171,3413,1832,868,164
"Sin nivel (001)",411,18,84,110,140,59
"Educación inicial (002)",4,,1,3,,
"Primaria (003)",2360,129,1067,659,419,86
"Secundaria (004)",2238,24,1485,558,158,13
"Superior no univ. incompleta (005)",160,,91,58,11,
"Superior no univ. completa (006)",436,,242,146,46,2
"Superior univ. incompleta (007)",204,,127,57,20,
"Superior univ. completa (008)",635,,316,241,74,4
"Hombres (010)",4846,114,2437,1413,743,139
"Sin nivel (011)",283,11,48,70,105,49
"Educación inicial (012)",4,,1,3,,
"Primaria (013)",1924,85,804,574,386,75
"Secundaria (014)",1797,18,1166,463,137,13
"Superior no univ. incompleta (015)",112,,62,42,8,
"Superior no univ. completa (016)",226,,115,76,34,1
"Superior univ. incompleta (017)",138,,75,45,18,
"Superior univ. completa (018)",362,,166,140,55,1
"Mujeres (020)",1602,57,976,419,125,25
"Sin nivel (021)",128,7,36,40,35,10
"Primaria (023)",436,44,263,85,33,11
"Secundaria (024)",441,6,319,95,21,
"Superior no univ. incompleta (025)",48,,29,16,3,
"Superior no univ. completa (026)",210,,127,70,12,1
"Superior univ. incompleta (027)",66,,52,12,2,
"Superior univ. completa (028)",273,,150,101,19,3
,,,,,,
"Area Urbana (030)",3473,45,1782,1099,463,84
"Sin nivel (031)",119,4,20,42,36,17
"Educación inicial (032)",4,,1,3,,
"Primaria (033)",734,24,291,214,156,49
"Secundaria (034)",1307,17,771,383,124,12
"Superior no univ. incompleta (035)",139,,78,50,11,
"Superior no univ. completa (036)",376,,204,126,44,2
"Superior univ. incompleta (037)",190,,115,55,20,
"Superior univ. completa (038)",604,,302,226,72,4
"Hombres (040)",2304,32,1100,743,362,67
"Sin nivel (041)",59,2,7,20,17,13
"Educación inicial (042)",4,,1,3,,
"Primaria (043)",529,17,185,156,131,40
"Secundaria (044)",971,13,545,298,103,12
"Superior no univ. incompleta (045)",93,,50,35,8,
"Superior no univ. completa (046)",186,,93,60,32,1
"Superior univ. incompleta (047)",126,,64,44,18,
"Superior univ. completa (048)",336,,155,127,53,1
"Mujeres (050)",1169,13,682,356,101,17
"Sin nivel (051)",60,2,13,22,19,4
"Primaria (053)",205,7,106,58,25,9
"Secundaria (054)",336,4,226,85,21,
"Superior no univ. incompleta (055)",46,,28,15,3,
"Superior no univ. completa (056)",190,,111,66,12,1
"Superior univ. incompleta (057)",64,,51,11,2,
"Superior univ. completa (058)",268,,147,99,19,3
,,,,,,
"Area Rural (060)",2975,126,1631,733,405,80
"Sin nivel (061)",292,14,64,68,104,42
"Primaria (063)",1626,105,776,445,263,37
"Secundaria (064)",931,7,714,175,34,1
"Superior no univ. incompleta (065)",21,,13,8,,
"Superior no univ. completa (066)",60,,38,20,2,
"Superior univ. incompleta (067)",14,,12,2,,
"Superior univ. completa (068)",31,,14,15,2,
"Hombres (070)",2542,82,1337,670,381,72
"Sin nivel (071)",224,9,41,50,88,36
"Primaria (073)",1395,68,619,418,255,35
"Secundaria (074)",826,5,621,165,34,1
"Superior no univ. incompleta (075)",19,,12,7,,
"Superior no univ. completa (076)",40,,22,16,2,
"Superior univ. incompleta (077)",12,,11,1,,
"Superior univ. completa (078)",26,,11,13,2,
"Mujeres (080)",433,44,294,63,24,8
"Sin nivel (081)",68,5,23,18,16,6
"Primaria (083)",231,37,157,27,8,2
"Secundaria (084)",105,2,93,10,,
"Superior no univ. incompleta (085)",2,,1,1,,
"Superior no univ. completa (086)",20,,16,4,,
"Superior univ. incompleta (087)",2,,1,1,,
"Superior univ. completa (088)",5,,3,2,,
