"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TARMA (000)",44297,43051,13994,6092,6234,4462,5881,3326,1889,1173,1246,108231
"De 12 a 14 años (001)",3871,3859,3848,10,1,,,,,,12,12
"De 15 a 19 años (002)",5859,5804,5209,525,57,9,4,,,,55,682
"De 20 a 24 años (003)",4745,4372,2101,1452,641,143,32,3,,,373,3316
"De 25 a 29 años (004)",4340,4019,932,1262,1122,488,199,13,3,,321,5916
"De 30 a 34 años (005)",3960,3814,514,834,1129,742,494,86,11,4,146,8102
"De 35 a 39 años (006)",4126,4032,347,614,1110,804,825,256,64,12,94,11102
"De 40 a 44 años (007)",3462,3388,220,396,670,630,908,386,141,37,74,11704
"De 45 a 49 años (008)",2923,2875,180,262,472,445,781,424,205,106,48,11584
"De 50 y más años (009)",11011,10888,643,737,1032,1201,2638,2158,1465,1014,123,55813
"PEA (010)",14700,14108,3427,2589,2558,1660,2023,1014,541,296,592,35920
"De 12 a 14 años (011)",162,161,161,,,,,,,,1,
"De 15 a 19 años (012)",1000,984,839,129,14,2,,,,,16,163
"De 20 a 24 años (013)",1657,1501,847,453,162,29,9,1,,,156,907
"De 25 a 29 años (014)",1897,1706,573,562,388,117,59,5,2,,191,1989
"De 30 a 34 años (015)",1727,1651,328,422,458,250,161,25,4,3,76,2997
"De 35 a 39 años (016)",1877,1824,203,361,530,325,301,80,21,3,53,4413
"De 40 a 44 años (017)",1664,1628,132,240,371,320,373,137,48,7,36,4941
"De 45 a 49 años (018)",1339,1316,105,140,240,206,324,193,78,30,23,4878
"De 50 y más años (019)",3377,3337,239,282,395,411,796,573,388,253,40,15632
"Ocupada (020)",14058,13524,3134,2477,2478,1617,1991,1000,533,294,534,35200
"De 12 a 14 años (021)",148,147,147,,,,,,,,1,
