"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JAEN (000)",159668,47638,15044,3865,93341
"Hombres (001)",81792,22375,7474,2062,50006
"Mujeres (002)",77876,25263,7570,1803,43335
"PEA (003)",64185,7955,7373,1755,47225
"Hombres (004)",48781,5730,4429,1285,37425
"Mujeres (005)",15404,2225,2944,470,9800
"Ocupada (006)",62184,7726,7273,1720,45587
"Hombres (007)",47316,5588,4365,1258,36193
"Mujeres (008)",14868,2138,2908,462,9394
"Desocupada (009)",2001,229,100,35,1638
"Hombres (010)",1465,142,64,27,1232
"Mujeres (011)",536,87,36,8,406
"No PEA (012)",95483,39683,7671,2110,46116
"Hombres (013)",33011,16645,3045,777,12581
"Mujeres (014)",62472,23038,4626,1333,33535
,,,,,
"URBANA (018)",81294,16085,13204,3127,49046
"Hombres (019)",40261,7279,6457,1670,24948
"Mujeres (020)",41033,8806,6747,1457,24098
"PEA (021)",35055,3268,6364,1462,24062
"Hombres (022)",23584,2019,3682,1041,16909
"Mujeres (023)",11471,1249,2682,421,7153
"Ocupada (024)",33711,3145,6270,1432,22964
"Hombres (025)",22644,1947,3624,1019,16121
"Mujeres (026)",11067,1198,2646,413,6843
"Desocupada (027)",1344,123,94,30,1098
"Hombres (028)",940,72,58,22,788
"Mujeres (029)",404,51,36,8,310
"No PEA (030)",46239,12817,6840,1665,24984
"Hombres (031)",16677,5260,2775,629,8039
"Mujeres (032)",29562,7557,4065,1036,16945
,,,,,
"RURAL (036)",78374,31553,1840,738,44295
"Hombres (037)",41531,15096,1017,392,25058
"Mujeres (038)",36843,16457,823,346,19237
"PEA (039)",29130,4687,1009,293,23163
"Hombres (040)",25197,3711,747,244,20516
"Mujeres (041)",3933,976,262,49,2647
"Ocupada (042)",28473,4581,1003,288,22623
"Hombres (043)",24672,3641,741,239,20072
"Mujeres (044)",3801,940,262,49,2551
"Desocupada (045)",657,106,6,5,540
"Hombres (046)",525,70,6,5,444
"Mujeres (047)",132,36,,,96
"No PEA (048)",49244,26866,831,445,21132
"Hombres (049)",16334,11385,270,148,4542
"Mujeres (050)",32910,15481,561,297,16590
