"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PALPA (000)",11461,527,113,3572,4757,697,829,362,604
"Hombres (001)",5858,166,67,1825,2609,316,330,218,327
"Mujeres (002)",5603,361,46,1747,2148,381,499,144,277
"PEA (003)",5347,153,,1105,2475,350,597,198,469
"Hombres (004)",3570,74,,765,1799,222,289,148,273
"Mujeres (005)",1777,79,,340,676,128,308,50,196
"Ocupada (006)",5170,148,,1073,2386,340,572,190,461
"Hombres (007)",3444,69,,737,1732,214,281,144,267
"Mujeres (008)",1726,79,,336,654,126,291,46,194
"Desocupada (009)",177,5,,32,89,10,25,8,8
"Hombres (010)",126,5,,28,67,8,8,4,6
"Mujeres (011)",51,,,4,22,2,17,4,2
"No PEA (012)",6114,374,113,2467,2282,347,232,164,135
"Hombres (013)",2288,92,67,1060,810,94,41,70,54
"Mujeres (014)",3826,282,46,1407,1472,253,191,94,81
,,,,,,,,,
"URBANA (018)",7537,281,76,2203,3041,502,659,275,500
"Hombres (019)",3748,81,48,1104,1605,228,251,161,270
"Mujeres (020)",3789,200,28,1099,1436,274,408,114,230
"PEA (021)",3494,76,,626,1536,243,476,158,379
"Hombres (022)",2191,33,,402,1052,154,217,113,220
"Mujeres (023)",1303,43,,224,484,89,259,45,159
"Ocupada (024)",3374,73,,611,1467,235,463,151,374
"Hombres (025)",2103,30,,389,998,147,213,110,216
"Mujeres (026)",1271,43,,222,469,88,250,41,158
"Desocupada (027)",120,3,,15,69,8,13,7,5
"Hombres (028)",88,3,,13,54,7,4,3,4
"Mujeres (029)",32,,,2,15,1,9,4,1
"No PEA (030)",4043,205,76,1577,1505,259,183,117,121
"Hombres (031)",1557,48,48,702,553,74,34,48,50
"Mujeres (032)",2486,157,28,875,952,185,149,69,71
,,,,,,,,,
"RURAL (036)",3924,246,37,1369,1716,195,170,87,104
"Hombres (037)",2110,85,19,721,1004,88,79,57,57
"Mujeres (038)",1814,161,18,648,712,107,91,30,47
"PEA (039)",1853,77,,479,939,107,121,40,90
"Hombres (040)",1379,41,,363,747,68,72,35,53
"Mujeres (041)",474,36,,116,192,39,49,5,37
"Ocupada (042)",1796,75,,462,919,105,109,39,87
"Hombres (043)",1341,39,,348,734,67,68,34,51
"Mujeres (044)",455,36,,114,185,38,41,5,36
"Desocupada (045)",57,2,,17,20,2,12,1,3
"Hombres (046)",38,2,,15,13,1,4,1,2
"Mujeres (047)",19,,,2,7,1,8,,1
"No PEA (048)",2071,169,37,890,777,88,49,47,14
"Hombres (049)",731,44,19,358,257,20,7,22,4
"Mujeres (050)",1340,125,18,532,520,68,42,25,10
