"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia LEONCIO PRADO",,,,
"Viviendas particulares (001)",12459,9323,1912,1224
"Ocupantes presentes (002)",51169,38409,7749,5011
"Casa independiente",,,,
"Viviendas particulares (004)",10316,7619,1550,1147
"Ocupantes presentes (005)",43979,32681,6598,4700
"Departamento en edificio",,,,
"Viviendas particulares (007)",559,497,62,
"Ocupantes presentes (008)",1675,1496,179,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",1115,909,206,
"Ocupantes presentes (011)",3720,3074,646,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",311,218,84,9
"Ocupantes presentes (014)",1061,754,281,26
"Choza o cabaña",,,,
"Viviendas particulares (016)",53,,,53
"Ocupantes presentes (017)",229,,,229
"Vivienda improvisada",,,,
"Viviendas particulares (019)",76,57,7,12
"Ocupantes presentes (020)",426,349,31,46
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",29,23,3,3
"Ocupantes presentes (023)",79,55,14,10
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",11517,8920,1735,862
"Ocupantes presentes (029)",47200,36698,6966,3536
"Casa independiente",,,,
"Viviendas particulares (031)",9437,7246,1389,802
"Ocupantes presentes (032)",40239,31079,5871,3289
"Departamento en edificio",,,,
"Viviendas particulares (034)",553,492,61,
"Ocupantes presentes (035)",1659,1481,178,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",1082,890,192,
"Ocupantes presentes (038)",3595,3003,592,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",302,212,83,7
"Ocupantes presentes (041)",1028,731,280,17
"Choza o cabaña",,,,
"Viviendas particulares (043)",44,,,44
"Ocupantes presentes (044)",190,,,190
"Vivienda improvisada",,,,
"Viviendas particulares (046)",70,57,7,6
"Ocupantes presentes (047)",410,349,31,30
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",29,23,3,3
"Ocupantes presentes (050)",79,55,14,10
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",942,403,177,362
"Ocupantes presentes (056)",3969,1711,783,1475
"Casa independiente",,,,
"Viviendas particulares (058)",879,373,161,345
"Ocupantes presentes (059)",3740,1602,727,1411
"Departamento en edificio",,,,
"Viviendas particulares (061)",6,5,1,
"Ocupantes presentes (062)",16,15,1,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",33,19,14,
"Ocupantes presentes (065)",125,71,54,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",9,6,1,2
"Ocupantes presentes (068)",33,23,1,9
"Choza o cabaña",,,,
"Viviendas particulares (070)",9,,,9
"Ocupantes presentes (071)",39,,,39
"Vivienda improvisada",,,,
"Viviendas particulares (073)",6,,,6
"Ocupantes presentes (074)",16,,,16
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",11020,8925,1432,663
"Ocupantes presentes (110)",45188,36792,5680,2716
"Casa independiente",,,,
"Viviendas particulares (112)",8930,7221,1070,639
"Ocupantes presentes (113)",38227,31064,4529,2634
"Departamento en edificio",,,,
"Viviendas particulares (115)",559,497,62,
"Ocupantes presentes (116)",1675,1496,179,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",1115,909,206,
"Ocupantes presentes (119)",3720,3074,646,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",311,218,84,9
"Ocupantes presentes (122)",1061,754,281,26
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",76,57,7,12
"Ocupantes presentes (128)",426,349,31,46
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",29,23,3,3
"Ocupantes presentes (131)",79,55,14,10
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",10358,8573,1287,498
"Ocupantes presentes (137)",42383,35297,5042,2044
"Casa independiente",,,,
"Viviendas particulares (139)",8322,6899,941,482
"Ocupantes presentes (140)",35612,29678,3947,1987
"Departamento en edificio",,,,
"Viviendas particulares (142)",553,492,61,
"Ocupantes presentes (143)",1659,1481,178,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",1082,890,192,
"Ocupantes presentes (146)",3595,3003,592,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",302,212,83,7
"Ocupantes presentes (149)",1028,731,280,17
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",70,57,7,6
"Ocupantes presentes (155)",410,349,31,30
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",29,23,3,3
"Ocupantes presentes (158)",79,55,14,10
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",662,352,145,165
"Ocupantes presentes (164)",2805,1495,638,672
"Casa independiente",,,,
"Viviendas particulares (166)",608,322,129,157
"Ocupantes presentes (167)",2615,1386,582,647
"Departamento en edificio",,,,
"Viviendas particulares (169)",6,5,1,
"Ocupantes presentes (170)",16,15,1,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",33,19,14,
"Ocupantes presentes (173)",125,71,54,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",9,6,1,2
"Ocupantes presentes (176)",33,23,1,9
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",6,,,6
"Ocupantes presentes (182)",16,,,16
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1439,398,480,561
"Ocupantes presentes (218)",5981,1617,2069,2295
"Casa independiente",,,,
"Viviendas particulares (220)",1386,398,480,508
"Ocupantes presentes (221)",5752,1617,2069,2066
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",53,,,53
"Ocupantes presentes (233)",229,,,229
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1159,347,448,364
"Ocupantes presentes (245)",4817,1401,1924,1492
"Casa independiente",,,,
"Viviendas particulares (247)",1115,347,448,320
"Ocupantes presentes (248)",4627,1401,1924,1302
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",44,,,44
"Ocupantes presentes (260)",190,,,190
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",280,51,32,197
"Ocupantes presentes (272)",1164,216,145,803
"Casa independiente",,,,
"Viviendas particulares (274)",271,51,32,188
"Ocupantes presentes (275)",1125,216,145,764
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",9,,,9
"Ocupantes presentes (287)",39,,,39
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
