"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SULLANA (000)",285727,5796,82120,77574,58973,43207,18057
"Jefe o Jefa (001)",67697,,54,8582,23667,23779,11615
"Esposa(o) / compañera(o) (002)",46204,,68,10415,18724,13514,3483
"Hijo(a) / hijastro(a) (003)",125544,3620,63096,44877,11124,2741,86
"Yerno / nuera (004)",6196,,53,3674,2072,383,14
"Nieto(a) (005)",20030,1696,14039,4022,260,13,
"Padres / suegros (006)",2210,,,4,37,511,1658
"Otro(a) pariente (007)",15115,449,4452,4764,2506,1888,1056
"Trabajador(a) del hogar (008)",322,,12,218,57,24,11
"Pensionistas (009)",252,,6,121,66,42,17
"Otro(a) no pariente (010)",2157,31,340,897,460,312,117
"Hombres (011)",141021,2842,41581,37720,28484,21515,8879
"Jefe o Jefa (012)",51520,,29,6796,19044,18064,7587
"Esposa(o) / compañera(o) (013)",2078,,40,482,728,602,226
"Hijo(a) / hijastro(a) (014)",64721,1805,31914,24071,5623,1278,30
"Yerno / nuera (015)",2850,,25,1247,1282,286,10
"Nieto(a) (016)",10301,812,7138,2197,145,9,
"Padres / suegros (017)",655,,,,12,137,506
"Otro(a) pariente (018)",7663,210,2254,2460,1350,948,441
"Trabajador(a) del hogar (019)",21,,2,11,3,2,3
"Pensionistas (020)",158,,4,64,44,35,11
"Otro(a) no pariente (021)",1054,15,175,392,253,154,65
"Mujeres (022)",144706,2954,40539,39854,30489,21692,9178
"Jefe o Jefa (023)",16177,,25,1786,4623,5715,4028
"Esposa(o) / compañera(o) (024)",44126,,28,9933,17996,12912,3257
"Hijo(a) / hijastro(a) (025)",60823,1815,31182,20806,5501,1463,56
"Yerno / nuera (026)",3346,,28,2427,790,97,4
"Nieto(a) (027)",9729,884,6901,1825,115,4,
"Padres / suegros (028)",1555,,,4,25,374,1152
"Otro(a) pariente (029)",7452,239,2198,2304,1156,940,615
"Trabajador(a) del hogar (030)",301,,10,207,54,22,8
"Pensionistas (031)",94,,2,57,22,7,6
"Otro(a) no pariente (032)",1103,16,165,505,207,158,52
,,,,,,,
"URBANA (033)",256988,5222,73317,69747,53482,39175,16045
"Jefe o Jefa (034)",60673,,45,7558,21299,21530,10241
"Esposa(o) / compañera(o) (035)",41142,,63,9068,16777,12155,3079
"Hijo(a) / hijastro(a) (036)",112635,3213,55891,40580,10329,2546,76
"Yerno / nuera (037)",5851,,47,3423,1999,369,13
"Nieto(a) (038)",18783,1598,13173,3755,245,12,
"Padres / suegros (039)",2065,,,4,37,484,1540
"Otro(a) pariente (040)",13285,380,3767,4197,2253,1722,966
"Trabajador(a) del hogar (041)",305,,10,210,55,23,7
"Pensionistas (042)",242,,5,119,63,39,16
"Otro(a) no pariente (043)",2007,31,316,833,425,295,107
"Hombres (044)",126118,2598,37092,33700,25652,19341,7735
"Jefe o Jefa (045)",45533,,24,5893,16928,16131,6557
"Esposa(o) / compañera(o) (046)",1958,,38,454,688,565,213
"Hijo(a) / hijastro(a) (047)",57817,1633,28264,21575,5146,1170,29
"Yerno / nuera (048)",2735,,23,1185,1237,281,9
"Nieto(a) (049)",9619,770,6677,2029,135,8,
"Padres / suegros (050)",604,,,,12,128,464
"Otro(a) pariente (051)",6725,180,1895,2143,1234,880,393
"Trabajador(a) del hogar (052)",15,,1,8,3,2,1
"Pensionistas (053)",149,,3,62,42,32,10
"Otro(a) no pariente (054)",963,15,167,351,227,144,59
"Mujeres (055)",130870,2624,36225,36047,27830,19834,8310
"Jefe o Jefa (056)",15140,,21,1665,4371,5399,3684
"Esposa(o) / compañera(o) (057)",39184,,25,8614,16089,11590,2866
"Hijo(a) / hijastro(a) (058)",54818,1580,27627,19005,5183,1376,47
"Yerno / nuera (059)",3116,,24,2238,762,88,4
"Nieto(a) (060)",9164,828,6496,1726,110,4,
"Padres / suegros (061)",1461,,,4,25,356,1076
"Otro(a) pariente (062)",6560,200,1872,2054,1019,842,573
"Trabajador(a) del hogar (063)",290,,9,202,52,21,6
"Pensionistas (064)",93,,2,57,21,7,6
"Otro(a) no pariente (065)",1044,16,149,482,198,151,48
,,,,,,,
"RURAL (066)",28739,574,8803,7827,5491,4032,2012
"Jefe o Jefa (067)",7024,,9,1024,2368,2249,1374
"Esposa(o) / compañera(o) (068)",5062,,5,1347,1947,1359,404
"Hijo(a) / hijastro(a) (069)",12909,407,7205,4297,795,195,10
"Yerno / nuera (070)",345,,6,251,73,14,1
"Nieto(a) (071)",1247,98,866,267,15,1,
"Padres / suegros (072)",145,,,,,27,118
"Otro(a) pariente (073)",1830,69,685,567,253,166,90
"Trabajador(a) del hogar (074)",17,,2,8,2,1,4
"Pensionistas (075)",10,,1,2,3,3,1
"Otro(a) no pariente (076)",150,,24,64,35,17,10
"Hombres (077)",14903,244,4489,4020,2832,2174,1144
"Jefe o Jefa (078)",5987,,5,903,2116,1933,1030
"Esposa(o) / compañera(o) (079)",120,,2,28,40,37,13
"Hijo(a) / hijastro(a) (080)",6904,172,3650,2496,477,108,1
"Yerno / nuera (081)",115,,2,62,45,5,1
"Nieto(a) (082)",682,42,461,168,10,1,
"Padres / suegros (083)",51,,,,,9,42
"Otro(a) pariente (084)",938,30,359,317,116,68,48
"Trabajador(a) del hogar (085)",6,,1,3,,,2
"Pensionistas (086)",9,,1,2,2,3,1
"Otro(a) no pariente (087)",91,,8,41,26,10,6
"Mujeres (088)",13836,330,4314,3807,2659,1858,868
"Jefe o Jefa (089)",1037,,4,121,252,316,344
"Esposa(o) / compañera(o) (090)",4942,,3,1319,1907,1322,391
"Hijo(a) / hijastro(a) (091)",6005,235,3555,1801,318,87,9
"Yerno / nuera (092)",230,,4,189,28,9,
