"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CAJABAMBA",,,,,,,
"Viviendas particulares (001)",17179,2737,291,212,10592,149,3198
"Ocupantes presentes (002)",74046,11925,1193,952,46051,652,13273
"Casa independiente",,,,,,,
"Viviendas particulares (004)",16906,2677,272,210,10505,147,3095
"Ocupantes presentes (005)",72891,11641,1108,946,45667,646,12883
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",7,7,,,,,
"Ocupantes presentes (008)",26,26,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",34,20,14,,,,
"Ocupantes presentes (011)",188,125,63,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",32,28,4,,,,
"Ocupantes presentes (014)",137,120,17,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",186,,,2,83,2,99
"Ocupantes presentes (017)",753,,,6,368,6,373
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",2,2,,,,,
"Ocupantes presentes (020)",6,6,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",9,3,1,,4,,1
"Ocupantes presentes (023)",35,7,5,,16,,7
"Otro tipo",,,,,,,
"Viviendas particulares (025)",3,,,,,,3
"Ocupantes presentes (026)",10,,,,,,10
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4145,2664,237,65,955,34,190
"Ocupantes presentes (029)",17989,11598,975,284,4278,167,687
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4061,2604,218,65,954,34,186
"Ocupantes presentes (032)",17597,11314,890,284,4272,167,670
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",7,7,,,,,
"Ocupantes presentes (035)",26,26,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",34,20,14,,,,
"Ocupantes presentes (038)",188,125,63,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",32,28,4,,,,
"Ocupantes presentes (041)",137,120,17,,,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",2,2,,,,,
"Ocupantes presentes (047)",6,6,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",6,3,1,,1,,1
"Ocupantes presentes (050)",25,7,5,,6,,7
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,,,,,,3
"Ocupantes presentes (053)",10,,,,,,10
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",13034,73,54,147,9637,115,3008
"Ocupantes presentes (056)",56057,327,218,668,41773,485,12586
"Casa independiente",,,,,,,
"Viviendas particulares (058)",12845,73,54,145,9551,113,2909
"Ocupantes presentes (059)",55294,327,218,662,41395,479,12213
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",186,,,2,83,2,99
"Ocupantes presentes (071)",753,,,6,368,6,373
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",3,,,,3,,
"Ocupantes presentes (077)",10,,,,10,,
"Otro tipo",,,,,,,
