"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PACASMAYO (000)",33298,394,10172,12144,9099,1489
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",53,,2,20,24,7
"Profes., científicos e intelectuales (002)",2448,,431,1224,744,49
"Técnicos de nivel medio y trab.asimilados (003)",1225,3,394,518,283,27
"Jefes y empleados de oficina (004)",1118,,411,421,271,15
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",4294,35,1116,1591,1313,239
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2392,10,359,722,974,327
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2501,21,856,887,640,97
"Obreros construc., conf., papel, fab., instr. (008)",4005,13,1268,1623,1001,100
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",12247,271,4094,4212,3164,506
"Otra (010)",199,,11,117,70,1
"Ocupación no especificada (011)",1020,3,320,352,283,62
"Desocupado (012)",1796,38,910,457,332,59
"Hombres (013)",24085,278,7368,8536,6727,1176
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",36,,1,11,18,6
"Profes., científicos e intelectuales (015)",1164,,188,538,406,32
"Técnicos de nivel medio y trab.asimilados (016)",865,2,268,368,201,26
"Jefes y empleados de oficina (017)",504,,131,192,171,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1952,19,545,700,563,125
"Agricult.trabaj. calif. agrop. y pesqueros (019)",2207,9,304,663,919,312
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",2253,17,797,800,554,85
"Obreros construc., conf., papel, fab., instr. (021)",3937,12,1238,1597,991,99
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",8989,194,3053,2996,2354,392
"Otra (023)",193,,8,114,70,1
"Ocupación no especificada (024)",665,2,206,228,190,39
"Desocupado (025)",1320,23,629,329,290,49
"Mujeres (026)",9213,116,2804,3608,2372,313
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",17,,1,9,6,1
"Profes., científicos e intelectuales (028)",1284,,243,686,338,17
"Técnicos de nivel medio y trab.asimilados (029)",360,1,126,150,82,1
"Jefes y empleados de oficina (030)",614,,280,229,100,5
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2342,16,571,891,750,114
"Agricult.trabaj. calif. agrop. y pesqueros (032)",185,1,55,59,55,15
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",248,4,59,87,86,12
