"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia ANTONIO RAYMONDI",,,,,,,
"Viviendas particulares (001)",3951,338,201,52,3137,45,178
"Ocupantes presentes (002)",16819,1324,941,216,13474,189,675
"Casa independiente",,,,,,,
"Viviendas particulares (004)",3914,334,201,52,3106,45,176
"Ocupantes presentes (005)",16664,1312,941,216,13336,189,670
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",4,3,,,1,,
"Ocupantes presentes (014)",13,8,,,5,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",31,,,,29,,2
"Ocupantes presentes (017)",133,,,,128,,5
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",1,1,,,,,
"Ocupantes presentes (020)",4,4,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",1,,,,1,,
"Ocupantes presentes (023)",5,,,,5,,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1068,192,22,31,787,15,21
"Ocupantes presentes (029)",4233,710,99,130,3162,56,76
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1062,188,22,31,785,15,21
"Ocupantes presentes (032)",4211,698,99,130,3152,56,76
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",4,3,,,1,,
"Ocupantes presentes (041)",13,8,,,5,,
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",1,1,,,,,
"Ocupantes presentes (047)",4,4,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",1,,,,1,,
"Ocupantes presentes (050)",5,,,,5,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",2883,146,179,21,2350,30,157
"Ocupantes presentes (056)",12586,614,842,86,10312,133,599
"Casa independiente",,,,,,,
"Viviendas particulares (058)",2852,146,179,21,2321,30,155
"Ocupantes presentes (059)",12453,614,842,86,10184,133,594
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",31,,,,29,,2
"Ocupantes presentes (071)",133,,,,128,,5
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
