"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CANCHIS (000)",26349,200,9043,9323,2952,983,413,152,15,,3268
"Conviviente (001)",8276,56,2969,3118,933,243,85,19,1,,852
"Separado(a) (002)",1573,25,579,554,194,84,30,11,,,96
"Casado(a) (003)",10647,76,3950,4026,1278,451,197,75,9,,585
"Viudo(a) (004)",3537,37,1269,1287,406,141,74,37,5,,281
"Divorciado(a) (005)",170,,57,52,24,10,6,4,,,17
"Soltero(a) (006)",2146,6,219,286,117,54,21,6,,,1437
,,,,,,,,,,,
"URBANA (008)",15579,102,4817,5404,1869,690,298,104,10,,2285
"Conviviente (009)",5324,33,1747,2073,637,175,66,18,1,,574
"Separado(a) (010)",1063,17,369,363,147,67,24,8,,,68
"Casado(a) (011)",5832,30,1966,2190,790,309,133,42,6,,366
"Viudo(a) (012)",1568,18,534,512,183,85,54,27,3,,152
"Divorciado(a) (013)",125,,43,32,21,9,4,3,,,13
"Soltero(a) (014)",1667,4,158,234,91,45,17,6,,,1112
,,,,,,,,,,,
"RURAL (016)",10770,98,4226,3919,1083,293,115,48,5,,983
"Conviviente (017)",2952,23,1222,1045,296,68,19,1,,,278
"Separado(a) (018)",510,8,210,191,47,17,6,3,,,28
"Casado(a) (019)",4815,46,1984,1836,488,142,64,33,3,,219
"Viudo(a) (020)",1969,19,735,775,223,56,20,10,2,,129
"Divorciado(a) (021)",45,,14,20,3,1,2,1,,,4
"Soltero(a) (022)",479,2,61,52,26,9,4,,,,325
