"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHUPACA (000)",49021,5153,1130,16144,17959,2347,2742,1424,2122
"Quechua (001)",3162,979,12,1412,552,44,54,43,66
"Aymara (002)",17,8,,3,4,,2,,
"Ashaninca (003)",9,,,3,2,2,,1,1
"Otra lengua nativa (004)",135,8,2,51,42,9,14,5,4
"Castellano (005)",45616,4094,1113,14667,17356,2291,2671,1375,2049
"Idioma extranjero (006)",2,,,,,,,,2
"Es sordomudo/a (007)",80,64,3,8,3,1,1,,
"Hombres (009)",23634,1674,588,6886,9822,1239,1343,834,1248
"Quechua (010)",1257,108,8,587,392,33,41,35,53
"Aymara (011)",7,2,,2,1,,2,,
"Ashaninca (012)",9,,,3,2,2,,1,1
"Otra lengua nativa (013)",58,2,2,14,21,5,8,3,3
"Castellano (014)",22264,1531,577,6276,9404,1198,1292,795,1191
"Es sordomudo/a (016)",39,31,1,4,2,1,,,
"Mujeres (018)",25387,3479,542,9258,8137,1108,1399,590,874
"Quechua (019)",1905,871,4,825,160,11,13,8,13
"Aymara (020)",10,6,,1,3,,,,
"Otra lengua nativa (022)",77,6,,37,21,4,6,2,1
"Castellano (023)",23352,2563,536,8391,7952,1093,1379,580,858
"Idioma extranjero (024)",2,,,,,,,,2
"Es sordomudo/a (025)",41,33,2,4,1,,1,,
,,,,,,,,,
"URBANA (027)",29666,2746,670,8969,10770,1619,2062,1143,1687
"Quechua (028)",1813,509,5,800,331,30,42,39,57
"Aymara (029)",13,8,,1,2,,2,,
"Ashaninca (030)",8,,,2,2,2,,1,1
"Otra lengua nativa (031)",129,6,2,49,40,9,14,5,4
"Castellano (032)",27653,2186,661,8112,10393,1577,2003,1098,1623
"Idioma extranjero (033)",2,,,,,,,,2
"Es sordomudo/a (034)",48,37,2,5,2,1,1,,
"Hombres (036)",14451,907,350,3932,5757,861,993,662,989
"Quechua (037)",783,58,5,351,236,23,32,32,46
"Aymara (038)",5,2,,1,,,2,,
"Ashaninca (039)",8,,,2,2,2,,1,1
"Otra lengua nativa (040)",56,2,2,13,20,5,8,3,3
"Castellano (041)",13577,828,342,3563,5498,830,951,626,939
"Es sordomudo/a (043)",22,17,1,2,1,1,,,
"Mujeres (045)",15215,1839,320,5037,5013,758,1069,481,698
"Quechua (046)",1030,451,,449,95,7,10,7,11
"Aymara (047)",8,6,,,2,,,,
"Otra lengua nativa (049)",73,4,,36,20,4,6,2,1
"Castellano (050)",14076,1358,319,4549,4895,747,1052,472,684
"Idioma extranjero (051)",2,,,,,,,,2
"Es sordomudo/a (052)",26,20,1,3,1,,1,,
,,,,,,,,,
"RURAL (054)",19355,2407,460,7175,7189,728,680,281,435
"Quechua (055)",1349,470,7,612,221,14,12,4,9
"Aymara (056)",4,,,2,2,,,,
"Ashaninca (057)",1,,,1,,,,,
"Otra lengua nativa (058)",6,2,,2,2,,,,
"Castellano (059)",17963,1908,452,6555,6963,714,668,277,426
"Es sordomudo/a (061)",32,27,1,3,1,,,,
"Hombres (063)",9183,767,238,2954,4065,378,350,172,259
"Quechua (064)",474,50,3,236,156,10,9,3,7
"Aymara (065)",2,,,1,1,,,,
"Ashaninca (066)",1,,,1,,,,,
"Otra lengua nativa (067)",2,,,1,1,,,,
"Castellano (068)",8687,703,235,2713,3906,368,341,169,252
"Es sordomudo/a (070)",17,14,,2,1,,,,
"Mujeres (072)",10172,1640,222,4221,3124,350,330,109,176
"Quechua (073)",875,420,4,376,65,4,3,1,2
"Aymara (074)",2,,,1,1,,,,
"Otra lengua nativa (076)",4,2,,1,1,,,,
"Castellano (077)",9276,1205,217,3842,3057,346,327,108,174
"Es sordomudo/a (079)",15,13,1,1,,,,,
