"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia YUNGAY (000)",54963,1040,18356,14497,9706,7399,3965
"Hombres (001)",27043,503,9228,7211,4681,3551,1869
"Mujeres (002)",27920,537,9128,7286,5025,3848,2096
"Viviendas particulares (003)",54181,1035,18281,13941,9611,7358,3955
"Hombres (004)",26518,500,9192,6828,4615,3523,1860
"Mujeres (005)",27663,535,9089,7113,4996,3835,2095
"Viviendas colectivas (006)",700,5,68,520,77,26,4
"Hombres (007)",467,3,33,359,53,16,3
"Mujeres (008)",233,2,35,161,24,10,1
"Otro tipo (009)",82,,7,36,18,15,6
"Hombres (010)",58,,3,24,13,12,6
"Mujeres (011)",24,,4,12,5,3,
,,,,,,,
"URBANA (012)",13268,223,3555,3858,2623,1952,1057
"Hombres (013)",6672,105,1839,2026,1251,944,507
"Mujeres (014)",6596,118,1716,1832,1372,1008,550
"Viviendas particulares (015)",12560,219,3507,3340,2534,1913,1047
"Hombres (016)",6174,102,1818,1653,1186,917,498
"Mujeres (017)",6386,117,1689,1687,1348,996,549
"Viviendas colectivas (018)",631,4,43,484,71,25,4
"Hombres (019)",442,3,18,350,52,16,3
"Mujeres (020)",189,1,25,134,19,9,1
"Otro tipo (021)",77,,5,34,18,14,6
"Hombres (022)",56,,3,23,13,11,6
"Mujeres (023)",21,,2,11,5,3,
,,,,,,,
"RURAL (024)",41695,817,14801,10639,7083,5447,2908
"Hombres (025)",20371,398,7389,5185,3430,2607,1362
"Mujeres (026)",21324,419,7412,5454,3653,2840,1546
"Viviendas particulares (027)",41621,816,14774,10601,7077,5445,2908
"Hombres (028)",20344,398,7374,5175,3429,2606,1362
"Mujeres (029)",21277,418,7400,5426,3648,2839,1546
"Viviendas colectivas (030)",69,1,25,36,6,1,
"Hombres (031)",25,,15,9,1,,
"Mujeres (032)",44,1,10,27,5,1,
"Otro tipo (033)",5,,2,2,,1,
"Hombres (034)",2,,,1,,1,
"Mujeres (035)",3,,2,1,,,
