"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia ANDAHUAYLAS",,,,,,,,,
"Hogares (001)",36110,979,455,322,262,222,140,140,33590
"Ocupantes presentes (002)",142511,3191,1416,1016,1026,1020,732,829,133281
"Casa independiente",,,,,,,,,
"Hogares (004)",34824,936,439,306,250,214,136,137,32406
"Ocupantes presentes (005)",138536,3095,1372,973,982,980,711,819,129604
"Departamento en edificio",,,,,,,,,
"Hogares (007)",240,21,6,6,2,2,1,,202
"Ocupantes presentes (008)",747,51,19,15,5,13,6,,638
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",144,7,4,3,4,2,1,1,122
"Ocupantes presentes (011)",478,13,12,8,17,11,6,1,410
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",335,10,4,6,5,1,1,2,306
"Ocupantes presentes (014)",1066,23,8,17,20,5,5,9,979
"Choza o cabaña",,,,,,,,,
"Hogares (016)",506,4,2,,,3,1,,496
"Ocupantes presentes (017)",1468,8,5,,,11,4,,1440
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",34,,,,1,,,,33
"Ocupantes presentes (020)",118,,,,2,,,,116
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",20,1,,1,,,,,18
"Ocupantes presentes (023)",85,1,,3,,,,,81
"Otro tipo",,,,,,,,,
"Hogares (025)",7,,,,,,,,7
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",16267,695,345,254,212,161,108,107,14385
"Ocupantes presentes (029)",63451,2220,1095,803,841,733,585,649,56525
"Casa independiente",,,,,,,,,
"Hogares (031)",15491,656,331,238,200,156,105,104,13701
"Ocupantes presentes (032)",60968,2132,1056,760,797,704,568,639,54312
"Departamento en edificio",,,,,,,,,
"Hogares (034)",240,21,6,6,2,2,1,,202
"Ocupantes presentes (035)",747,51,19,15,5,13,6,,638
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",144,7,4,3,4,2,1,1,122
"Ocupantes presentes (038)",478,13,12,8,17,11,6,1,410
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",335,10,4,6,5,1,1,2,306
"Ocupantes presentes (041)",1066,23,8,17,20,5,5,9,979
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",34,,,,1,,,,33
"Ocupantes presentes (047)",118,,,,2,,,,116
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",16,1,,1,,,,,14
"Ocupantes presentes (050)",61,1,,3,,,,,57
"Otro tipo",,,,,,,,,
"Hogares (052)",7,,,,,,,,7
"Ocupantes presentes (053)",13,,,,,,,,13
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",19843,284,110,68,50,61,32,33,19205
"Ocupantes presentes (056)",79060,971,321,213,185,287,147,180,76756
"Casa independiente",,,,,,,,,
"Hogares (058)",19333,280,108,68,50,58,31,33,18705
"Ocupantes presentes (059)",77568,963,316,213,185,276,143,180,75292
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",506,4,2,,,3,1,,496
"Ocupantes presentes (071)",1468,8,5,,,11,4,,1440
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,,,,,,,4
"Ocupantes presentes (077)",24,,,,,,,,24
"Otro tipo",,,,,,,,,
