"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia LAMBAYEQUE (000)",5175,1149,4026
"De 14 a 29 años (001)",2723,1000,1723
"De 30 a 44 años (002)",1231,122,1109
"De 45 a 64 años (003)",934,27,907
"De 65 y más años (004)",287,,287
"Hombres (005)",3991,714,3277
"De 14 a 29 años (006)",1898,617,1281
"De 30 a 44 años (007)",982,78,904
"De 45 a 64 años (008)",839,19,820
"De 65 y más años (009)",272,,272
"Mujeres (010)",1184,435,749
"De 14 a 29 años (011)",825,383,442
"De 30 a 44 años (012)",249,44,205
"De 45 a 64 años (013)",95,8,87
"De 65 y más años (014)",15,,15
,,,
"AREA URBANA (015)",2677,656,2021
"De 14 a 29 años (016)",1412,562,850
"De 30 a 44 años (017)",645,77,568
"De 45 a 64 años (018)",500,17,483
"De 65 y más años (019)",120,,120
"Hombres (020)",1947,403,1544
"De 14 a 29 años (021)",942,345,597
"De 30 a 44 años (022)",471,46,425
"De 45 a 64 años (023)",423,12,411
"De 65 y más años (024)",111,,111
"Mujeres (025)",730,253,477
"De 14 a 29 años (026)",470,217,253
"De 30 a 44 años (027)",174,31,143
"De 45 a 64 años (028)",77,5,72
"De 65 y más años (029)",9,,9
,,,
"AREA RURAL (030)",2498,493,2005
"De 14 a 29 años (031)",1311,438,873
"De 30 a 44 años (032)",586,45,541
"De 45 a 64 años (033)",434,10,424
"De 65 y más años (034)",167,,167
"Hombres (035)",2044,311,1733
"De 14 a 29 años (036)",956,272,684
"De 30 a 44 años (037)",511,32,479
"De 45 a 64 años (038)",416,7,409
"De 65 y más años (039)",161,,161
"Mujeres (040)",454,182,272
"De 14 a 29 años (041)",355,166,189
"De 30 a 44 años (042)",75,13,62
"De 45 a 64 años (043)",18,3,15
"De 65 y más años (044)",6,,6
