"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia RECUAY",,,,,,,,,
"Viviendas particulares (001)",249,99,38,28,47,6,5,3,23
"Ocupantes presentes (002)",1014,438,134,124,184,21,30,8,75
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",244,96,38,28,46,6,5,3,22
"Ocupantes presentes (005)",995,426,134,124,180,21,30,8,72
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,2,,,,,,,
"Ocupantes presentes (011)",11,11,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",1,,,,,,,,1
"Ocupantes presentes (014)",3,,,,,,,,3
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,,,1,,,,
"Ocupantes presentes (017)",4,,,,4,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",182,75,36,21,29,2,1,1,17
"Ocupantes presentes (029)",729,327,126,97,111,11,6,1,50
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",178,72,36,21,29,2,1,1,16
"Ocupantes presentes (032)",714,315,126,97,111,11,6,1,47
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,2,,,,,,,
"Ocupantes presentes (038)",11,11,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",1,,,,,,,,1
"Ocupantes presentes (041)",3,,,,,,,,3
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",1,1,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",67,24,2,7,18,4,4,2,6
"Ocupantes presentes (056)",285,111,8,27,73,10,24,7,25
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",66,24,2,7,17,4,4,2,6
"Ocupantes presentes (059)",281,111,8,27,69,10,24,7,25
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,,,1,,,,
"Ocupantes presentes (071)",4,,,,4,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
