"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ANDAHUAYLAS (000)",42292,32977,4146,2283,2886
"Sin nivel (001)",5429,5040,298,57,34
"Educación inicial (002)",58,49,8,,1
"Primaria (003)",15344,13544,1285,296,219
"Secundaria (004)",13484,11080,1333,474,597
"Superior no univ. incompleta (005)",1068,706,132,56,174
"Superior no univ. completa (006)",1937,745,288,416,488
"Superior univ. incompleta (007)",1234,749,149,125,211
"Superior univ. completa (008)",3738,1064,653,859,1162
"De 06 a 14 años (010)",1332,1154,115,56,7
"Sin nivel (011)",24,23,1,,
"Educación inicial (012)",19,14,5,,
"Primaria (013)",863,766,66,29,2
"Secundaria (014)",426,351,43,27,5
"De 15 a 29 años (020)",13513,10707,1506,628,672
"Sin nivel (021)",382,336,36,8,2
"Educación inicial (022)",19,17,2,,
"Primaria (023)",3293,2870,304,79,40
"Secundaria (024)",7406,6144,786,278,198
"Superior no univ. incompleta (025)",556,391,76,25,64
"Superior no univ. completa (026)",503,258,86,61,98
"Superior univ. incompleta (027)",602,413,76,51,62
"Superior univ. completa (028)",752,278,140,126,208
"De 30 a 44 años (030)",15439,11140,1653,1105,1541
"Sin nivel (031)",1376,1242,95,25,14
"Educación inicial (032)",20,18,1,,1
"Primaria (033)",5984,5240,528,109,107
"Secundaria (034)",4014,3268,382,114,250
"Superior no univ. incompleta (035)",382,242,39,24,77
"Superior no univ. completa (036)",1054,358,152,249,295
"Superior univ. incompleta (037)",459,248,54,51,106
"Superior univ. completa (038)",2150,524,402,533,691
"De 45 a 64 años (040)",9575,7698,772,472,633
"Sin nivel (041)",2385,2236,115,20,14
"Primaria (043)",4257,3769,356,70,62
"Secundaria (044)",1498,1201,114,51,132
"Superior no univ. incompleta (045)",117,61,17,6,33
"Superior no univ. completa (046)",355,113,46,104,92
"Superior univ. incompleta (047)",162,81,18,22,41
"Superior univ. completa (048)",801,237,106,199,259
"De 65 y más años (050)",2433,2278,100,22,33
"Sin nivel (051)",1262,1203,51,4,4
"Primaria (053)",947,899,31,9,8
"Secundaria (054)",140,116,8,4,12
"Superior no univ. incompleta (055)",13,12,,1,
"Superior no univ. completa (056)",25,16,4,2,3
"Superior univ. incompleta (057)",11,7,1,1,2
