"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16334,50128,45414,,1788,90.6,3.6
"De 12 a 14 años (001)",2099,25,25,,9,100,36
"De 15 a 19 años (002)",2928,1220,1190,326,97.5,26.7,
"De 20 a 24 años (003)",2314,3785,3635,475,96,12.5,
"De 25 a 29 años (004)",1946,5155,4912,419,95.3,8.1,
"De 30 a 34 años (005)",1482,5648,5303,290,93.9,5.1,
"De 35 a 39 años (006)",1362,6403,5992,183,93.6,2.9,
"De 40 a 44 años (007)",1064,6140,5671,69,92.4,1.1,
"De 45 a 49 años (008)",878,5545,4991,17,90,0.3,
"De 50 y más años (009)",2261,16207,13695,,84.5,,
"PEA (010)",4407,16048,14523,384,90.5,2.4,
"De 12 a 14 años (011)",124,4,4,1,100,25,
"De 15 a 19 años (012)",537,219,217,45,99.1,20.5,
"De 20 a 24 años (013)",633,931,894,91,96,9.8,
"De 25 a 29 años (014)",599,1376,1323,100,96.1,7.3,
"De 30 a 34 años (015)",476,1560,1466,75,94,4.8,
"De 35 a 39 años (016)",515,2170,2032,44,93.6,2,
"De 40 a 44 años (017)",439,2387,2205,22,92.4,0.9,
"De 45 a 49 años (018)",362,2235,2021,6,90.4,0.3,
"De 50 y más años (019)",722,5166,4361,,84.4,,
"Ocupada (020)",4200,15719,14206,370,90.4,2.4,
"De 12 a 14 años (021)",105,4,4,1,100,25,
"De 15 a 19 años (022)",472,198,196,42,99,21.2,
"De 20 a 24 años (023)",589,895,858,87,95.9,9.7,
"De 25 a 29 años (024)",576,1333,1281,96,96.1,7.2,
"De 30 a 34 años (025)",456,1501,1408,73,93.8,4.9,
"De 35 a 39 años (026)",501,2118,1980,43,93.5,2,
"De 40 a 44 años (027)",430,2336,2162,22,92.6,0.9,
"De 45 a 49 años (028)",355,2198,1985,6,90.3,0.3,
"De 50 y más años (029)",716,5136,4332,,84.3,,
"Desocupada (030)",207,329,317,14,96.4,4.3,
"De 12 a 14 años (031)",19,,,,,,
"De 15 a 19 años (032)",65,21,21,3,100,14.3,
"De 20 a 24 años (033)",44,36,36,4,100,11.1,
"De 25 a 29 años (034)",23,43,42,4,97.7,9.3,
"De 30 a 34 años (035)",20,59,58,2,98.3,3.4,
