"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CONTUMAZA (000)",912,284,628
"Sin nivel (001)",27,11,16
"Primaria (003)",484,152,332
"Secundaria (004)",253,81,172
"Superior no univ. incompleta (005)",21,5,16
"Superior no univ. completa (006)",97,27,70
"Superior univ. incompleta (007)",10,4,6
"Superior univ. completa (008)",20,4,16
"De 14 a 29 años (010)",469,203,266
"Sin nivel (011)",15,8,7
"Primaria (013)",203,102,101
"Secundaria (014)",168,63,105
"Superior no univ. incompleta (015)",14,5,9
"Superior no univ. completa (016)",55,19,36
"Superior univ. incompleta (017)",6,3,3
"Superior univ. completa (018)",8,3,5
"De 30 a 44 años (020)",253,74,179
"Sin nivel (021)",5,3,2
"Primaria (023)",130,44,86
"Secundaria (024)",65,17,48
"Superior no univ. incompleta (025)",7,,7
"Superior no univ. completa (026)",37,8,29
"Superior univ. incompleta (027)",2,1,1
"Superior univ. completa (028)",7,1,6
"De 45 a 64 años (030)",145,7,138
"Sin nivel (031)",4,,4
"Primaria (033)",112,6,106
"Secundaria (034)",18,1,17
"Superior no univ. completa (036)",5,,5
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",4,,4
"De 65 y más años (040)",45,,45
"Sin nivel (041)",3,,3
"Primaria (043)",39,,39
"Secundaria (044)",2,,2
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",371,79,292
"Sin nivel (051)",10,2,8
"Primaria (053)",94,9,85
"Secundaria (054)",144,37,107
"Superior no univ. incompleta (055)",18,5,13
"Superior no univ. completa (056)",78,19,59
"Superior univ. incompleta (057)",8,4,4
"Superior univ. completa (058)",19,3,16
"De 14 a 29 años (060)",195,63,132
"Sin nivel (061)",5,1,4
"Primaria (063)",24,6,18
"Secundaria (064)",97,33,64
"Superior no univ. incompleta (065)",13,5,8
"Superior no univ. completa (066)",44,13,31
"Superior univ. incompleta (067)",5,3,2
"Superior univ. completa (068)",7,2,5
"De 30 a 44 años (070)",107,16,91
"Sin nivel (071)",2,1,1
"Primaria (073)",29,3,26
"Secundaria (074)",32,4,28
"Superior no univ. incompleta (075)",5,,5
"Superior no univ. completa (076)",30,6,24
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",7,1,6
"De 45 a 64 años (080)",53,,53
"Sin nivel (081)",1,,1
"Primaria (083)",29,,29
"Secundaria (084)",14,,14
"Superior no univ. completa (086)",4,,4
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",4,,4
"De 65 y más años (090)",16,,16
"Sin nivel (091)",2,,2
"Primaria (093)",12,,12
"Secundaria (094)",1,,1
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",541,205,336
"Sin nivel (101)",17,9,8
"Primaria (103)",390,143,247
"Secundaria (104)",109,44,65
"Superior no univ. incompleta (105)",3,,3
"Superior no univ. completa (106)",19,8,11
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",1,1,
"De 14 a 29 años (110)",274,140,134
"Sin nivel (111)",10,7,3
"Primaria (113)",179,96,83
"Secundaria (114)",71,30,41
"Superior no univ. incompleta (115)",1,,1
"Superior no univ. completa (116)",11,6,5
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",1,1,
"De 30 a 44 años (120)",146,58,88
"Sin nivel (121)",3,2,1
"Primaria (123)",101,41,60
"Secundaria (124)",33,13,20
"Superior no univ. incompleta (125)",2,,2
"Superior no univ. completa (126)",7,2,5
"De 45 a 64 años (130)",92,7,85
"Sin nivel (131)",3,,3
"Primaria (133)",83,6,77
"Secundaria (134)",4,1,3
"Superior no univ. completa (136)",1,,1
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",29,,29
"Sin nivel (141)",1,,1
"Primaria (143)",27,,27
"Secundaria (144)",1,,1
