"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AREQUIPA (000)",692506,38858,186839,49486,421564
"Conviviente (001)",125971,7298,19834,4657,94464
"Separado(a) (002)",23046,1102,4800,1053,16159
"Casado(a) (003)",219666,6645,96364,20954,98164
"Viudo(a) (004)",25468,1054,9439,1547,13507
"Divorciado(a) (005)",5585,156,2151,470,2869
"Soltero(a) (006)",292770,22603,54251,20805,196401
"Hombres (008)",328369,15748,85862,27259,201833
"Conviviente (009)",59932,1882,9995,2910,45318
"Separado(a) (010)",6601,188,1537,482,4427
"Casado(a) (011)",104666,2517,45797,11643,46145
"Viudo(a) (012)",6603,239,2377,448,3561
"Divorciado(a) (013)",2148,42,746,232,1152
"Soltero(a) (014)",148419,10880,25410,11544,101230
"Mujeres (016)",364137,23110,100977,22227,219731
"Conviviente (017)",66039,5416,9839,1747,49146
"Separado(a) (018)",16445,914,3263,571,11732
"Casado(a) (019)",115000,4128,50567,9311,52019
"Viudo(a) (020)",18865,815,7062,1099,9946
"Divorciado(a) (021)",3437,114,1405,238,1717
"Soltero(a) (022)",144351,11723,28841,9261,95171
,,,,,
"URBANA (024)",675754,37065,185000,48708,409195
"Conviviente (025)",121510,6965,19526,4579,90717
"Separado(a) (026)",22565,1055,4769,1026,15783
"Casado(a) (027)",214584,6285,95390,20597,94755
"Viudo(a) (028)",24756,982,9336,1521,12996
"Divorciado(a) (029)",5519,153,2133,464,2830
"Soltero(a) (030)",286820,21625,53846,20521,192114
"Hombres (032)",319243,14974,84758,26719,195106
"Conviviente (033)",57615,1776,9794,2858,43356
"Separado(a) (034)",6423,183,1522,465,4286
"Casado(a) (035)",101951,2359,45217,11424,44376
"Viudo(a) (036)",6321,213,2330,437,3363
"Divorciado(a) (037)",2117,42,738,228,1133
"Soltero(a) (038)",144816,10401,25157,11307,98592
"Mujeres (040)",356511,22091,100242,21989,214089
"Conviviente (041)",63895,5189,9732,1721,47361
"Separado(a) (042)",16142,872,3247,561,11497
"Casado(a) (043)",112633,3926,50173,9173,50379
"Viudo(a) (044)",18435,769,7006,1084,9633
"Divorciado(a) (045)",3402,111,1395,236,1697
"Soltero(a) (046)",142004,11224,28689,9214,93522
,,,,,
"RURAL (048)",16752,1793,1839,778,12369
"Conviviente (049)",4461,333,308,78,3747
"Separado(a) (050)",481,47,31,27,376
"Casado(a) (051)",5082,360,974,357,3409
"Viudo(a) (052)",712,72,103,26,511
"Divorciado(a) (053)",66,3,18,6,39
"Soltero(a) (054)",5950,978,405,284,4287
"Hombres (056)",9126,774,1104,540,6727
"Conviviente (057)",2317,106,201,52,1962
"Separado(a) (058)",178,5,15,17,141
"Casado(a) (059)",2715,158,580,219,1769
"Viudo(a) (060)",282,26,47,11,198
"Divorciado(a) (061)",31,,8,4,19
"Soltero(a) (062)",3603,479,253,237,2638
"Mujeres (064)",7626,1019,735,238,5642
"Conviviente (065)",2144,227,107,26,1785
"Separado(a) (066)",303,42,16,10,235
"Casado(a) (067)",2367,202,394,138,1640
"Viudo(a) (068)",430,46,56,15,313
"Divorciado(a) (069)",35,3,10,2,20
"Soltero(a) (070)",2347,499,152,47,1649
