"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia SIHUAS (000)",8196,38,816,123,181,310,3486,195,220,2633,14,180
"Agric., ganadería, caza y silvicultura (001)",5323,,6,9,,,3486,,5,1817,,
"Explotación de minas y canteras (003)",26,,3,1,,,,14,,8,,
"Industrias manufactureras (004)",148,,1,,2,1,,137,4,3,,
"Suministro de electricidad, gas y agua (005)",13,,1,,2,,,6,,4,,
"Construcción (006)",479,2,8,7,,,,17,146,299,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",380,,,27,,254,,19,,80,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",20,,,2,,3,,14,,1,,
"Comercio al por mayor (009)",9,,,,,9,,,,,,
"Comercio al por menor (010)",351,,,25,,242,,5,,79,,
"Hoteles y restaurantes (011)",91,,,9,1,39,,,,42,,
"Trans., almac. y comunicaciones (012)",111,,,1,8,,,,57,45,,
"Intermediación financiera (013)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",96,,19,7,49,3,,,5,13,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",203,25,7,9,93,1,,2,3,49,14,
"Enseñanza (016)",765,11,732,1,12,,,,,9,,
"Servicios sociales y de salud (017)",85,,31,40,5,6,,,,3,,
"Otras activ. serv.comun.soc y personales (018)",159,,7,12,6,6,,,,128,,
"Hogares privados con servicio doméstico (019)",133,,,,,,,,,133,,
"Actividad economica no especificada (021)",182,,,,2,,,,,,,180
"Hombres (022)",5616,32,460,85,109,120,2880,172,219,1467,14,58
"Agric., ganadería, caza y silvicultura (023)",3892,,5,8,,,2880,,5,994,,
"Explotación de minas y canteras (025)",26,,3,1,,,,14,,8,,
"Industrias manufactureras (026)",125,,1,,1,,,116,4,3,,
"Suministro de electricidad, gas y agua (027)",13,,1,,2,,,6,,4,,
"Construcción (028)",462,2,8,7,,,,17,145,283,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",181,,,19,,107,,18,,37,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",18,,,2,,1,,14,,1,,
"Comercio al por mayor (031)",5,,,,,5,,,,,,
"Comercio al por menor (032)",158,,,17,,101,,4,,36,,
"Hoteles y restaurantes (033)",16,,,5,,7,,,,4,,
"Trans., almac. y comunicaciones (034)",100,,,1,4,,,,57,38,,
"Intermediación financiera (035)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",59,,13,7,21,3,,,5,10,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",161,22,4,6,66,1,,1,3,44,14,
"Enseñanza (038)",428,8,409,,7,,,,,4,,
"Servicios sociales y de salud (039)",34,,10,19,2,2,,,,1,,
"Otras activ. serv.comun.soc y personales (040)",53,,6,12,3,,,,,32,,
"Hogares privados con servicio doméstico (041)",5,,,,,,,,,5,,
"Actividad economica no especificada (043)",60,,,,2,,,,,,,58
"Mujeres (044)",2580,6,356,38,72,190,606,23,1,1166,,122
"Agric., ganadería, caza y silvicultura (045)",1431,,1,1,,,606,,,823,,
"Industrias manufactureras (048)",23,,,,1,1,,21,,,,
"Construcción (050)",17,,,,,,,,1,16,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",199,,,8,,147,,1,,43,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,2,,,,,,
"Comercio al por mayor (053)",4,,,,,4,,,,,,
"Comercio al por menor (054)",193,,,8,,141,,1,,43,,
"Hoteles y restaurantes (055)",75,,,4,1,32,,,,38,,
"Trans., almac. y comunicaciones (056)",11,,,,4,,,,,7,,
"Intermediación financiera (057)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",37,,6,,28,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",42,3,3,3,27,,,1,,5,,
"Enseñanza (060)",337,3,323,1,5,,,,,5,,
"Servicios sociales y de salud (061)",51,,21,21,3,4,,,,2,,
"Otras activ. serv.comun.soc y personales (062)",106,,1,,3,6,,,,96,,
"Hogares privados con servicio doméstico (063)",128,,,,,,,,,128,,
"Actividad economica no especificada (065)",122,,,,,,,,,,,122
,,,,,,,,,,,,
"URBANA (066)",2658,23,655,110,142,226,477,126,150,664,14,71
"Agric., ganadería, caza y silvicultura (067)",771,,6,7,,,477,,3,278,,
"Explotación de minas y canteras (069)",14,,3,1,,,,9,,1,,
"Industrias manufactureras (070)",91,,1,,1,1,,84,3,1,,
"Suministro de electricidad, gas y agua (071)",4,,1,,2,,,1,,,,
"Construcción (072)",210,2,8,7,,,,12,90,91,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",286,,,27,,181,,18,,60,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",19,,,2,,3,,13,,1,,
"Comercio al por mayor (075)",7,,,,,7,,,,,,
"Comercio al por menor (076)",260,,,25,,171,,5,,59,,
"Hoteles y restaurantes (077)",69,,,9,1,28,,,,31,,
"Trans., almac. y comunicaciones (078)",77,,,1,6,,,,49,21,,
"Intermediación financiera (079)",2,,1,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (080)",88,,19,7,45,3,,,3,11,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",134,12,7,7,63,1,,2,2,26,14,
"Enseñanza (082)",601,9,574,1,12,,,,,5,,
"Servicios sociales y de salud (083)",74,,28,33,5,6,,,,2,,
"Otras activ. serv.comun.soc y personales (084)",71,,7,10,6,6,,,,42,,
"Hogares privados con servicio doméstico (085)",95,,,,,,,,,95,,
"Actividad economica no especificada (087)",71,,,,,,,,,,,71
"Hombres (088)",1611,19,356,78,77,82,338,110,149,355,14,33
"Agric., ganadería, caza y silvicultura (089)",523,,5,6,,,338,,3,171,,
"Explotación de minas y canteras (091)",14,,3,1,,,,9,,1,,
"Industrias manufactureras (092)",75,,1,,,,,70,3,1,,
"Suministro de electricidad, gas y agua (093)",4,,1,,2,,,1,,,,
"Construcción (094)",203,2,8,7,,,,12,89,85,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",131,,,19,,69,,17,,26,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",17,,,2,,1,,13,,1,,
"Comercio al por mayor (097)",3,,,,,3,,,,,,
"Comercio al por menor (098)",111,,,17,,65,,4,,25,,
"Hoteles y restaurantes (099)",16,,,5,,7,,,,4,,
"Trans., almac. y comunicaciones (100)",70,,,1,3,,,,49,17,,
"Intermediación financiera (101)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",51,,13,7,17,3,,,3,8,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",101,10,4,5,42,1,,1,2,22,14,
"Enseñanza (104)",323,7,306,,7,,,,,3,,
"Servicios sociales y de salud (105)",31,,9,17,2,2,,,,1,,
"Otras activ. serv.comun.soc y personales (106)",33,,6,10,3,,,,,14,,
"Hogares privados con servicio doméstico (107)",2,,,,,,,,,2,,
"Actividad economica no especificada (109)",33,,,,,,,,,,,33
"Mujeres (110)",1047,4,299,32,65,144,139,16,1,309,,38
"Agric., ganadería, caza y silvicultura (111)",248,,1,1,,,139,,,107,,
"Industrias manufactureras (114)",16,,,,1,1,,14,,,,
"Construcción (116)",7,,,,,,,,1,6,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",155,,,8,,112,,1,,34,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,,2,,,,,,
"Comercio al por mayor (119)",4,,,,,4,,,,,,
"Comercio al por menor (120)",149,,,8,,106,,1,,34,,
"Hoteles y restaurantes (121)",53,,,4,1,21,,,,27,,
"Trans., almac. y comunicaciones (122)",7,,,,3,,,,,4,,
"Intermediación financiera (123)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (124)",37,,6,,28,,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",33,2,3,2,21,,,1,,4,,
"Enseñanza (126)",278,2,268,1,5,,,,,2,,
"Servicios sociales y de salud (127)",43,,19,16,3,4,,,,1,,
"Otras activ. serv.comun.soc y personales (128)",38,,1,,3,6,,,,28,,
"Hogares privados con servicio doméstico (129)",93,,,,,,,,,93,,
"Actividad economica no especificada (131)",38,,,,,,,,,,,38
,,,,,,,,,,,,
"RURAL (132)",5538,15,161,13,39,84,3009,69,70,1969,,109
"Agric., ganadería, caza y silvicultura (133)",4552,,,2,,,3009,,2,1539,,
"Explotación de minas y canteras (135)",12,,,,,,,5,,7,,
"Industrias manufactureras (136)",57,,,,1,,,53,1,2,,
"Suministro de electricidad, gas y agua (137)",9,,,,,,,5,,4,,
"Construcción (138)",269,,,,,,,5,56,208,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",94,,,,,73,,1,,20,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",1,,,,,,,1,,,,
"Comercio al por mayor (141)",2,,,,,2,,,,,,
"Comercio al por menor (142)",91,,,,,71,,,,20,,
"Hoteles y restaurantes (143)",22,,,,,11,,,,11,,
"Trans., almac. y comunicaciones (144)",34,,,,2,,,,8,24,,
"Activid.inmobil., empres. y alquileres (146)",8,,,,4,,,,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",69,13,,2,30,,,,1,23,,
"Enseñanza (148)",164,2,158,,,,,,,4,,
"Servicios sociales y de salud (149)",11,,3,7,,,,,,1,,
"Otras activ. serv.comun.soc y personales (150)",88,,,2,,,,,,86,,
"Hogares privados con servicio doméstico (151)",38,,,,,,,,,38,,
"Actividad economica no especificada (153)",111,,,,2,,,,,,,109
"Hombres (154)",4005,13,104,7,32,38,2542,62,70,1112,,25
"Agric., ganadería, caza y silvicultura (155)",3369,,,2,,,2542,,2,823,,
