"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJAMARCA (000)",122362,115781,37526,19535,16930,12024,13773,8084,4376,3533,6581,278920
"De 12 a 14 años (001)",10306,10238,10187,46,5,,,,,,68,56
"De 15 a 19 años (002)",16832,16409,14388,1766,210,33,12,,,,423,2333
"De 20 a 24 años (003)",17017,14828,6648,5524,2046,464,121,25,,,2189,11677
"De 25 a 29 años (004)",14540,12809,2504,4700,3472,1426,635,63,9,,1731,19082
"De 30 a 34 años (005)",12328,11515,1177,2938,3490,2104,1451,308,32,15,813,24795
"De 35 a 39 años (006)",10837,10403,673,1516,2742,2362,2171,720,170,49,434,30104
"De 40 a 44 años (007)",8840,8590,478,895,1750,1774,2154,1027,365,147,250,30426
"De 45 a 49 años (008)",7377,7214,340,615,1164,1284,1840,1148,524,299,163,30002
"De 50 y más años (009)",24285,23775,1131,1535,2051,2577,5389,4793,3276,3023,510,130445
"PEA (010)",33520,30565,8756,6801,5667,3744,3297,1338,576,386,2955,61584
"De 12 a 14 años (011)",451,446,435,9,2,,,,,,5,13
"De 15 a 19 años (012)",3092,3028,2707,279,34,7,1,,,,64,372
"De 20 a 24 años (013)",4988,4119,2343,1328,370,56,18,4,,,869,2339
"De 25 a 29 años (014)",5325,4360,1487,1692,828,261,81,9,2,,965,4541
"De 30 a 34 años (015)",4591,4116,740,1385,1135,534,268,46,6,2,475,6743
"De 35 a 39 años (016)",4150,3908,401,813,1162,850,549,110,17,6,242,8961
"De 40 a 44 años (017)",3391,3265,237,512,879,728,632,203,58,16,126,9164
"De 45 a 49 años (018)",2765,2685,153,340,632,580,619,237,80,44,80,8738
"De 50 y más años (019)",4767,4638,253,443,625,728,1129,729,413,318,129,20713
