"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ZARUMILLA (000)",15551,3788,2338,8030,344,658,393
"Conviviente (001)",5913,1117,957,3428,115,181,115
"Separado(a) (002)",893,232,92,487,18,11,53
"Casado(a) (003)",4178,1121,484,2243,128,151,51
"Viudo(a) (004)",283,36,29,191,6,4,17
"Divorciado(a) (005)",49,14,8,25,,,2
"Soltero(a) (006)",4235,1268,768,1656,77,311,155
"Hombres (008)",11454,2286,2187,6334,268,355,24
"Conviviente (009)",4498,695,881,2767,93,55,7
"Separado(a) (010)",418,72,74,256,10,6,
"Casado(a) (011)",3121,755,465,1762,98,39,2
"Viudo(a) (012)",145,13,22,103,5,2,
"Divorciado(a) (013)",30,5,8,17,,,
"Soltero(a) (014)",3242,746,737,1429,62,253,15
"Mujeres (016)",4097,1502,151,1696,76,303,369
"Conviviente (017)",1415,422,76,661,22,126,108
"Separado(a) (018)",475,160,18,231,8,5,53
"Casado(a) (019)",1057,366,19,481,30,112,49
"Viudo(a) (020)",138,23,7,88,1,2,17
"Divorciado(a) (021)",19,9,,8,,,2
"Soltero(a) (022)",993,522,31,227,15,58,140
,,,,,,,
"URBANA (024)",14226,3684,2075,7227,332,531,377
"Conviviente (025)",5471,1089,856,3128,114,173,111
"Separado(a) (026)",820,229,82,430,18,11,50
"Casado(a) (027)",3812,1073,441,1989,124,136,49
"Viudo(a) (028)",256,35,27,169,5,4,16
"Divorciado(a) (029)",46,14,7,23,,,2
"Soltero(a) (030)",3821,1244,662,1488,71,207,149
"Hombres (032)",10272,2218,1932,5590,256,253,23
"Conviviente (033)",4100,678,781,2488,92,54,7
"Separado(a) (034)",361,72,64,209,10,6,
"Casado(a) (035)",2800,720,425,1524,94,35,2
"Viudo(a) (036)",124,13,20,85,4,2,
"Divorciado(a) (037)",27,5,7,15,,,
"Soltero(a) (038)",2860,730,635,1269,56,156,14
"Mujeres (040)",3954,1466,143,1637,76,278,354
"Conviviente (041)",1371,411,75,640,22,119,104
"Separado(a) (042)",459,157,18,221,8,5,50
"Casado(a) (043)",1012,353,16,465,30,101,47
"Viudo(a) (044)",132,22,7,84,1,2,16
"Divorciado(a) (045)",19,9,,8,,,2
"Soltero(a) (046)",961,514,27,219,15,51,135
,,,,,,,
"RURAL (048)",1325,104,263,803,12,127,16
"Conviviente (049)",442,28,101,300,1,8,4
"Separado(a) (050)",73,3,10,57,,,3
"Casado(a) (051)",366,48,43,254,4,15,2
"Viudo(a) (052)",27,1,2,22,1,,1
"Divorciado(a) (053)",3,,1,2,,,
"Soltero(a) (054)",414,24,106,168,6,104,6
"Hombres (056)",1182,68,255,744,12,102,1
"Conviviente (057)",398,17,100,279,1,1,
"Separado(a) (058)",57,,10,47,,,
"Casado(a) (059)",321,35,40,238,4,4,
"Viudo(a) (060)",21,,2,18,1,,
"Divorciado(a) (061)",3,,1,2,,,
"Soltero(a) (062)",382,16,102,160,6,97,1
"Mujeres (064)",143,36,8,59,,25,15
"Conviviente (065)",44,11,1,21,,7,4
"Separado(a) (066)",16,3,,10,,,3
"Casado(a) (067)",45,13,3,16,,11,2
"Viudo(a) (068)",6,1,,4,,,1
"Soltero(a) (070)",32,8,4,8,,7,5
