"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CUSCO (000)",160409,2474,56125,59961,36477,5372
"Empleado (001)",61658,401,23567,24052,12850,788
"Obrero (002)",14278,177,5546,5018,3098,439
"Trabajador independiente (003)",62667,440,17313,24772,16808,3334
"Empleador o patrono (004)",4186,6,1027,1755,1185,213
"Trabajador familiar no remunerado (005)",6720,901,2529,1741,1174,375
"Trabajador del hogar (006)",5005,487,3243,768,419,88
"Desocupado (008)",5895,62,2900,1855,943,135
"Hombres (009)",88997,1312,30349,33031,20974,3331
"Empleado (010)",32533,234,11601,12699,7427,572
"Obrero (011)",12829,151,4876,4521,2876,405
"Trabajador independiente (012)",34969,307,10428,13286,9001,1947
"Empleador o patrono (013)",2589,3,649,1082,718,137
"Trabajador familiar no remunerado (014)",2473,506,1131,407,279,150
"Trabajador del hogar (015)",362,76,203,33,39,11
"Desocupado (017)",3242,35,1461,1003,634,109
"Mujeres (018)",71412,1162,25776,26930,15503,2041
"Empleado (019)",29125,167,11966,11353,5423,216
"Obrero (020)",1449,26,670,497,222,34
"Trabajador independiente (021)",27698,133,6885,11486,7807,1387
"Empleador o patrono (022)",1597,3,378,673,467,76
"Trabajador familiar no remunerado (023)",4247,395,1398,1334,895,225
"Trabajador del hogar (024)",4643,411,3040,735,380,77
"Desocupado (026)",2653,27,1439,852,309,26
,,,,,,
"URBANA (027)",154848,2320,54362,57865,35270,5031
"Empleado (028)",61093,394,23301,23837,12779,782
"Obrero (029)",13380,165,5186,4687,2932,410
"Trabajador independiente (030)",59525,419,16576,23452,15998,3080
"Empleador o patrono (031)",4092,6,1006,1722,1150,208
"Trabajador familiar no remunerado (032)",6054,796,2260,1593,1072,333
"Trabajador del hogar (033)",4931,480,3199,751,414,87
"Desocupado (035)",5773,60,2834,1823,925,131
"Hombres (036)",85067,1219,29133,31527,20090,3098
"Empleado (037)",32189,228,11459,12559,7375,568
"Obrero (038)",11999,142,4545,4208,2722,382
"Trabajador independiente (039)",32676,293,9904,12327,8394,1758
"Empleador o patrono (040)",2519,3,633,1057,691,135
"Trabajador familiar no remunerado (041)",2181,446,979,366,251,139
"Trabajador del hogar (042)",353,74,197,32,39,11
"Desocupado (044)",3150,33,1416,978,618,105
"Mujeres (045)",69781,1101,25229,26338,15180,1933
"Empleado (046)",28904,166,11842,11278,5404,214
"Obrero (047)",1381,23,641,479,210,28
"Trabajador independiente (048)",26849,126,6672,11125,7604,1322
"Empleador o patrono (049)",1573,3,373,665,459,73
"Trabajador familiar no remunerado (050)",3873,350,1281,1227,821,194
"Trabajador del hogar (051)",4578,406,3002,719,375,76
"Desocupado (053)",2623,27,1418,845,307,26
,,,,,,
"RURAL (054)",5561,154,1763,2096,1207,341
"Empleado (055)",565,7,266,215,71,6
"Obrero (056)",898,12,360,331,166,29
"Trabajador independiente (057)",3142,21,737,1320,810,254
"Empleador o patrono (058)",94,,21,33,35,5
"Trabajador familiar no remunerado (059)",666,105,269,148,102,42
"Trabajador del hogar (060)",74,7,44,17,5,1
"Desocupado (062)",122,2,66,32,18,4
"Hombres (063)",3930,93,1216,1504,884,233
"Empleado (064)",344,6,142,140,52,4
"Obrero (065)",830,9,331,313,154,23
"Trabajador independiente (066)",2293,14,524,959,607,189
"Empleador o patrono (067)",70,,16,25,27,2
"Trabajador familiar no remunerado (068)",292,60,152,41,28,11
"Trabajador del hogar (069)",9,2,6,1,,
"Desocupado (071)",92,2,45,25,16,4
"Mujeres (072)",1631,61,547,592,323,108
"Empleado (073)",221,1,124,75,19,2
"Obrero (074)",68,3,29,18,12,6
"Trabajador independiente (075)",849,7,213,361,203,65
"Empleador o patrono (076)",24,,5,8,8,3
"Trabajador familiar no remunerado (077)",374,45,117,107,74,31
"Trabajador del hogar (078)",65,5,38,16,5,1
"Desocupado (080)",30,,21,7,2,
