"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CANTA",,,,,,,,,
"Viviendas particulares (001)",353,209,58,14,19,2,1,3,47
"Ocupantes presentes (002)",1149,688,215,42,70,5,4,7,118
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",346,203,58,14,19,2,1,3,46
"Ocupantes presentes (005)",1121,665,215,42,70,5,4,7,113
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1,,,,,,,,1
"Ocupantes presentes (011)",5,,,,,,,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",5,5,,,,,,,
"Ocupantes presentes (014)",18,18,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,1,,,,,,,
"Ocupantes presentes (023)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",231,143,31,9,12,1,1,3,31
"Ocupantes presentes (029)",707,440,110,24,36,4,4,7,82
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",224,137,31,9,12,1,1,3,30
"Ocupantes presentes (032)",679,417,110,24,36,4,4,7,77
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1,,,,,,,,1
"Ocupantes presentes (038)",5,,,,,,,,5
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",5,5,,,,,,,
"Ocupantes presentes (041)",18,18,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",5,5,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",122,66,27,5,7,1,,,16
"Ocupantes presentes (056)",442,248,105,18,34,1,,,36
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",122,66,27,5,7,1,,,16
"Ocupantes presentes (059)",442,248,105,18,34,1,,,36
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
