"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CONDORCANQUI (000)",12245,11997,3740,1378,1223,1064,1808,1314,1470,248
"Católica (001)",2915,2833,897,374,329,254,373,300,306,82
"Cristiana/Evangélica (002)",4974,4890,1504,540,455,391,769,554,677,84
"Otra (003)",1952,1920,593,184,194,166,285,236,262,32
"Ninguna (004)",2404,2354,746,280,245,253,381,224,225,50
,,,,,,,,,,
"URBANA (006)",2006,1925,708,240,225,169,243,153,187,81
"Católica (007)",825,785,283,117,97,79,85,51,73,40
"Cristiana/Evangélica (008)",787,763,268,88,82,61,109,73,82,24
"Otra (009)",231,226,94,21,27,11,31,15,27,5
"Ninguna (010)",163,151,63,14,19,18,18,14,5,12
,,,,,,,,,,
"RURAL (012)",10239,10072,3032,1138,998,895,1565,1161,1283,167
"Católica (013)",2090,2048,614,257,232,175,288,249,233,42
"Cristiana/Evangélica (014)",4187,4127,1236,452,373,330,660,481,595,60
"Otra (015)",1721,1694,499,163,167,155,254,221,235,27
"Ninguna (016)",2241,2203,683,266,226,235,363,210,220,38
