"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SULLANA (000)",93468,5116,92,24467,34144,5905,12318,3789,7637
"Empleado (001)",23147,351,11,1889,5849,1986,6593,1647,4821
"Obrero (002)",20578,1431,21,7085,9102,918,1167,438,416
"Trabajador independiente (003)",40744,2714,33,12290,15726,2569,3946,1418,2048
"Empleador o patrono (004)",2051,149,3,616,649,112,221,109,192
"Trabajador familiar no remunerado (005)",4862,305,19,1798,1998,210,270,136,126
"Trabajador del hogar (006)",2086,166,5,789,820,110,121,41,34
"Hombres (008)",68338,3877,71,19123,27329,3961,6826,2575,4576
"Empleado (009)",13001,209,8,1203,4116,1119,2931,943,2472
"Obrero (010)",18851,1302,18,6453,8492,819,1007,392,368
"Trabajador independiente (011)",31386,2013,24,9607,12685,1829,2638,1072,1518
"Empleador o patrono (012)",1680,134,3,525,549,84,148,86,151
"Trabajador familiar no remunerado (013)",3326,210,18,1303,1446,106,97,79,67
"Trabajador del hogar (014)",94,9,,32,41,4,5,3,
"Mujeres (016)",25130,1239,21,5344,6815,1944,5492,1214,3061
"Empleado (017)",10146,142,3,686,1733,867,3662,704,2349
"Obrero (018)",1727,129,3,632,610,99,160,46,48
"Trabajador independiente (019)",9358,701,9,2683,3041,740,1308,346,530
"Empleador o patrono (020)",371,15,,91,100,28,73,23,41
"Trabajador familiar no remunerado (021)",1536,95,1,495,552,104,173,57,59
"Trabajador del hogar (022)",1992,157,5,757,779,106,116,38,34
,,,,,,,,,
"URBANA (024)",84924,4191,75,19880,31662,5764,12085,3729,7538
"Empleado (025)",22748,340,11,1810,5733,1955,6497,1633,4769
"Obrero (026)",17219,1123,15,5314,7958,868,1117,420,404
"Trabajador independiente (027)",37399,2246,29,10339,14955,2523,3883,1401,2023
"Empleador o patrono (028)",1891,132,2,530,611,108,216,106,186
"Trabajador familiar no remunerado (029)",3697,194,13,1159,1624,203,253,129,122
"Trabajador del hogar (030)",1970,156,5,728,781,107,119,40,34
"Hombres (032)",60786,3055,54,15006,25122,3847,6667,2533,4502
"Empleado (033)",12737,201,8,1143,4026,1100,2884,937,2438
"Obrero (034)",15739,1014,12,4823,7419,771,965,377,358
"Trabajador independiente (035)",28367,1598,20,7815,12002,1793,2586,1058,1495
"Empleador o patrono (036)",1537,118,2,447,516,80,144,84,146
"Trabajador familiar no remunerado (037)",2322,116,12,755,1118,99,83,74,65
"Trabajador del hogar (038)",84,8,,23,41,4,5,3,
"Mujeres (040)",24138,1136,21,4874,6540,1917,5418,1196,3036
"Empleado (041)",10011,139,3,667,1707,855,3613,696,2331
"Obrero (042)",1480,109,3,491,539,97,152,43,46
"Trabajador independiente (043)",9032,648,9,2524,2953,730,1297,343,528
"Empleador o patrono (044)",354,14,,83,95,28,72,22,40
"Trabajador familiar no remunerado (045)",1375,78,1,404,506,104,170,55,57
"Trabajador del hogar (046)",1886,148,5,705,740,103,114,37,34
,,,,,,,,,
"RURAL (048)",8544,925,17,4587,2482,141,233,60,99
"Empleado (049)",399,11,,79,116,31,96,14,52
"Obrero (050)",3359,308,6,1771,1144,50,50,18,12
"Trabajador independiente (051)",3345,468,4,1951,771,46,63,17,25
"Empleador o patrono (052)",160,17,1,86,38,4,5,3,6
"Trabajador familiar no remunerado (053)",1165,111,6,639,374,7,17,7,4
"Trabajador del hogar (054)",116,10,,61,39,3,2,1,
"Hombres (056)",7552,822,17,4117,2207,114,159,42,74
"Empleado (057)",264,8,,60,90,19,47,6,34
"Obrero (058)",3112,288,6,1630,1073,48,42,15,10
"Trabajador independiente (059)",3019,415,4,1792,683,36,52,14,23
"Empleador o patrono (060)",143,16,1,78,33,4,4,2,5
"Trabajador familiar no remunerado (061)",1004,94,6,548,328,7,14,5,2
"Trabajador del hogar (062)",10,1,,9,,,,,
"Mujeres (064)",992,103,,470,275,27,74,18,25
"Empleado (065)",135,3,,19,26,12,49,8,18
"Obrero (066)",247,20,,141,71,2,8,3,2
"Trabajador independiente (067)",326,53,,159,88,10,11,3,2
"Empleador o patrono (068)",17,1,,8,5,,1,1,1
"Trabajador familiar no remunerado (069)",161,17,,91,46,,3,2,2
"Trabajador del hogar (070)",106,9,,52,39,3,2,1,
