"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LUCANAS (000)",57604,6978,549,22919,18726,2276,3445,867,1844
"Hombres (001)",29589,1751,295,12018,10937,1225,1729,552,1082
"Mujeres (002)",28015,5227,254,10901,7789,1051,1716,315,762
"PEA (003)",24581,2431,27,7483,8996,1041,2609,491,1503
"Hombres (004)",16832,1028,17,5386,6851,741,1481,375,953
"Mujeres (005)",7749,1403,10,2097,2145,300,1128,116,550
"Ocupada (006)",23580,2348,23,7197,8570,997,2500,477,1468
"Hombres (007)",16090,966,13,5162,6532,708,1413,366,930
"Mujeres (008)",7490,1382,10,2035,2038,289,1087,111,538
"Desocupada (009)",1001,83,4,286,426,44,109,14,35
"Hombres (010)",742,62,4,224,319,33,68,9,23
"Mujeres (011)",259,21,,62,107,11,41,5,12
"No PEA (012)",33023,4547,522,15436,9730,1235,836,376,341
"Hombres (013)",12757,723,278,6632,4086,484,248,177,129
"Mujeres (014)",20266,3824,244,8804,5644,751,588,199,212
,,,,,,,,,
"URBANA (018)",34103,3537,378,11892,11519,1793,2799,669,1516
"Hombres (019)",16899,803,191,5970,6370,917,1361,399,888
"Mujeres (020)",17204,2734,187,5922,5149,876,1438,270,628
"PEA (021)",14537,1230,19,3631,5216,753,2116,340,1232
"Hombres (022)",9182,438,10,2363,3677,517,1158,245,774
"Mujeres (023)",5355,792,9,1268,1539,236,958,95,458
"Ocupada (024)",13922,1185,17,3491,4955,724,2020,329,1201
"Hombres (025)",8738,408,8,2262,3479,493,1097,238,753
"Mujeres (026)",5184,777,9,1229,1476,231,923,91,448
"Desocupada (027)",615,45,2,140,261,29,96,11,31
"Hombres (028)",444,30,2,101,198,24,61,7,21
"Mujeres (029)",171,15,,39,63,5,35,4,10
"No PEA (030)",19566,2307,359,8261,6303,1040,683,329,284
"Hombres (031)",7717,365,181,3607,2693,400,203,154,114
"Mujeres (032)",11849,1942,178,4654,3610,640,480,175,170
,,,,,,,,,
"RURAL (036)",23501,3441,171,11027,7207,483,646,198,328
"Hombres (037)",12690,948,104,6048,4567,308,368,153,194
"Mujeres (038)",10811,2493,67,4979,2640,175,278,45,134
"PEA (039)",10044,1201,8,3852,3780,288,493,151,271
"Hombres (040)",7650,590,7,3023,3174,224,323,130,179
"Mujeres (041)",2394,611,1,829,606,64,170,21,92
"Ocupada (042)",9658,1163,6,3706,3615,273,480,148,267
"Hombres (043)",7352,558,5,2900,3053,215,316,128,177
"Mujeres (044)",2306,605,1,806,562,58,164,20,90
"Desocupada (045)",386,38,2,146,165,15,13,3,4
"Hombres (046)",298,32,2,123,121,9,7,2,2
"Mujeres (047)",88,6,,23,44,6,6,1,2
"No PEA (048)",13457,2240,163,7175,3427,195,153,47,57
"Hombres (049)",5040,358,97,3025,1393,84,45,23,15
"Mujeres (050)",8417,1882,66,4150,2034,111,108,24,42
