"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CASTROVIRREYNA",,,,
"Viviendas particulares (001)",1294,748,183,363
"Ocupantes presentes (002)",4168,2427,500,1241
"Casa independiente",,,,
"Viviendas particulares (004)",1232,705,174,353
"Ocupantes presentes (005)",3999,2331,466,1202
"Departamento en edificio",,,,
"Viviendas particulares (007)",2,2,,
"Ocupantes presentes (008)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",7,7,,
"Ocupantes presentes (011)",12,12,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",38,30,8,
"Ocupantes presentes (014)",101,73,28,
"Choza o cabaña",,,,
"Viviendas particulares (016)",9,,,9
"Ocupantes presentes (017)",36,,,36
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,,1,
"Ocupantes presentes (020)",6,,6,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",4,4,,
"Ocupantes presentes (023)",7,7,,
"Otro tipo",,,,
"Viviendas particulares (025)",1,,,1
"Ocupantes presentes (026)",3,,,3
Si,,,,
"Viviendas particulares (028)",1189,724,177,288
"Ocupantes presentes (029)",3753,2340,485,928
"Casa independiente",,,,
"Viviendas particulares (031)",1135,681,168,286
"Ocupantes presentes (032)",3615,2244,451,920
"Departamento en edificio",,,,
"Viviendas particulares (034)",2,2,,
"Ocupantes presentes (035)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",7,7,,
"Ocupantes presentes (038)",12,12,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",38,30,8,
"Ocupantes presentes (041)",101,73,28,
"Choza o cabaña",,,,
"Viviendas particulares (043)",2,,,2
"Ocupantes presentes (044)",8,,,8
"Vivienda improvisada",,,,
"Viviendas particulares (046)",1,,1,
"Ocupantes presentes (047)",6,,6,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",4,4,,
"Ocupantes presentes (050)",7,7,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",105,24,6,75
"Ocupantes presentes (056)",415,87,15,313
"Casa independiente",,,,
"Viviendas particulares (058)",97,24,6,67
"Ocupantes presentes (059)",384,87,15,282
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (070)",7,,,7
"Ocupantes presentes (071)",28,,,28
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"Viviendas particulares (079)",1,,,1
"Ocupantes presentes (080)",3,,,3
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",795,621,162,12
"Ocupantes presentes (110)",2492,2003,430,59
"Casa independiente",,,,
"Viviendas particulares (112)",744,579,153,12
"Ocupantes presentes (113)",2363,1908,396,59
"Departamento en edificio",,,,
"Viviendas particulares (115)",2,2,,
"Ocupantes presentes (116)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",7,7,,
"Ocupantes presentes (119)",12,12,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",38,30,8,
"Ocupantes presentes (122)",101,73,28,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,,1,
"Ocupantes presentes (128)",6,,6,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",3,3,,
"Ocupantes presentes (131)",6,6,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",783,615,160,8
"Ocupantes presentes (137)",2453,1988,428,37
"Casa independiente",,,,
"Viviendas particulares (139)",732,573,151,8
"Ocupantes presentes (140)",2324,1893,394,37
"Departamento en edificio",,,,
"Viviendas particulares (142)",2,2,,
"Ocupantes presentes (143)",4,4,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",7,7,,
"Ocupantes presentes (146)",12,12,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",38,30,8,
"Ocupantes presentes (149)",101,73,28,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",1,,1,
"Ocupantes presentes (155)",6,,6,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",3,3,,
"Ocupantes presentes (158)",6,6,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",12,6,2,4
"Ocupantes presentes (164)",39,15,2,22
"Casa independiente",,,,
"Viviendas particulares (166)",12,6,2,4
"Ocupantes presentes (167)",39,15,2,22
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",499,127,21,351
"Ocupantes presentes (218)",1676,424,70,1182
"Casa independiente",,,,
"Viviendas particulares (220)",488,126,21,341
"Ocupantes presentes (221)",1636,423,70,1143
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",9,,,9
"Ocupantes presentes (233)",36,,,36
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,1,,
"Ocupantes presentes (239)",1,1,,
"Otro tipo",,,,
"Viviendas particulares (241)",1,,,1
"Ocupantes presentes (242)",3,,,3
Si,,,,
"Viviendas particulares (244)",406,109,17,280
"Ocupantes presentes (245)",1300,352,57,891
"Casa independiente",,,,
"Viviendas particulares (247)",403,108,17,278
"Ocupantes presentes (248)",1291,351,57,883
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",2,,,2
"Ocupantes presentes (260)",8,,,8
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,1,,
"Ocupantes presentes (266)",1,1,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",93,18,4,71
"Ocupantes presentes (272)",376,72,13,291
"Casa independiente",,,,
"Viviendas particulares (274)",85,18,4,63
"Ocupantes presentes (275)",345,72,13,260
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",7,,,7
"Ocupantes presentes (287)",28,,,28
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"Viviendas particulares (295)",1,,,1
"Ocupantes presentes (296)",3,,,3
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
