"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAÑETE (000)",2983,36,1559,832,449,107
"Sin nivel (001)",69,5,7,16,24,17
"Primaria (003)",494,16,128,141,147,62
"Secundaria (004)",1486,15,879,391,189,12
"Superior no univ. incompleta (005)",243,,165,55,22,1
"Superior no univ. completa (006)",351,,199,115,31,6
"Superior univ. incompleta (007)",124,,75,36,11,2
"Superior univ. completa (008)",216,,106,78,25,7
"Hombres (010)",1985,24,985,546,345,85
"Sin nivel (011)",38,5,3,11,9,10
"Primaria (013)",358,10,93,92,113,50
"Secundaria (014)",1070,9,603,288,159,11
"Superior no univ. incompleta (015)",150,,100,34,15,1
"Superior no univ. completa (016)",186,,103,58,20,5
"Superior univ. incompleta (017)",72,,39,20,11,2
"Superior univ. completa (018)",111,,44,43,18,6
"Mujeres (020)",998,12,574,286,104,22
"Sin nivel (021)",31,,4,5,15,7
"Primaria (023)",136,6,35,49,34,12
"Secundaria (024)",416,6,276,103,30,1
"Superior no univ. incompleta (025)",93,,65,21,7,
"Superior no univ. completa (026)",165,,96,57,11,1
"Superior univ. incompleta (027)",52,,36,16,,
"Superior univ. completa (028)",105,,62,35,7,1
,,,,,,
"Area Urbana (030)",2666,34,1389,751,400,92
"Sin nivel (031)",59,5,6,14,20,14
"Primaria (033)",423,14,108,121,126,54
"Secundaria (034)",1318,15,775,350,169,9
"Superior no univ. incompleta (035)",227,,154,51,22,
"Superior no univ. completa (036)",317,,176,107,28,6
"Superior univ. incompleta (037)",119,,73,34,10,2
"Superior univ. completa (038)",203,,97,74,25,7
"Hombres (040)",1771,23,884,487,304,73
"Sin nivel (041)",32,5,2,10,6,9
"Primaria (043)",304,9,81,76,95,43
"Secundaria (044)",946,9,531,257,141,8
"Superior no univ. incompleta (045)",141,,95,31,15,
"Superior no univ. completa (046)",170,,94,52,19,5
"Superior univ. incompleta (047)",70,,39,19,10,2
"Superior univ. completa (048)",108,,42,42,18,6
"Mujeres (050)",895,11,505,264,96,19
"Sin nivel (051)",27,,4,4,14,5
"Primaria (053)",119,5,27,45,31,11
"Secundaria (054)",372,6,244,93,28,1
"Superior no univ. incompleta (055)",86,,59,20,7,
"Superior no univ. completa (056)",147,,82,55,9,1
"Superior univ. incompleta (057)",49,,34,15,,
"Superior univ. completa (058)",95,,55,32,7,1
,,,,,,
"Area Rural (060)",317,2,170,81,49,15
"Sin nivel (061)",10,,1,2,4,3
"Primaria (063)",71,2,20,20,21,8
"Secundaria (064)",168,,104,41,20,3
"Superior no univ. incompleta (065)",16,,11,4,,1
"Superior no univ. completa (066)",34,,23,8,3,
"Superior univ. incompleta (067)",5,,2,2,1,
"Superior univ. completa (068)",13,,9,4,,
"Hombres (070)",214,1,101,59,41,12
"Sin nivel (071)",6,,1,1,3,1
"Primaria (073)",54,1,12,16,18,7
"Secundaria (074)",124,,72,31,18,3
"Superior no univ. incompleta (075)",9,,5,3,,1
"Superior no univ. completa (076)",16,,9,6,1,
"Superior univ. incompleta (077)",2,,,1,1,
"Superior univ. completa (078)",3,,2,1,,
"Mujeres (080)",103,1,69,22,8,3
"Sin nivel (081)",4,,,1,1,2
"Primaria (083)",17,1,8,4,3,1
"Secundaria (084)",44,,32,10,2,
"Superior no univ. incompleta (085)",7,,6,1,,
"Superior no univ. completa (086)",18,,14,2,2,
"Superior univ. incompleta (087)",3,,2,1,,
"Superior univ. completa (088)",10,,7,3,,
