"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PACASMAYO (000)",83925,9482,17190,5537,52204
"Hombres (001)",41375,4329,8475,3118,25799
"Mujeres (002)",42550,5153,8715,2419,26405
"PEA (003)",33298,2057,6505,2557,22536
"Hombres (004)",24085,1395,4440,1915,16630
"Mujeres (005)",9213,662,2065,642,5906
"Ocupada (006)",31502,1959,6385,2483,21030
"Hombres (007)",22765,1330,4366,1862,15502
"Mujeres (008)",8737,629,2019,621,5528
"Desocupada (009)",1796,98,120,74,1506
"Hombres (010)",1320,65,74,53,1128
"Mujeres (011)",476,33,46,21,378
"No PEA (012)",50627,7425,10685,2980,29668
"Hombres (013)",17290,2934,4035,1203,9169
"Mujeres (014)",33337,4491,6650,1777,20499
,,,,,
"URBANA (018)",78089,8816,16591,5421,47746
"Hombres (019)",38364,4024,8164,3046,23473
"Mujeres (020)",39725,4792,8427,2375,24273
"PEA (021)",30939,1946,6337,2501,20510
"Hombres (022)",22097,1310,4296,1865,14919
"Mujeres (023)",8842,636,2041,636,5591
"Ocupada (024)",29336,1858,6224,2427,19180
"Hombres (025)",20921,1249,4227,1812,13926
"Mujeres (026)",8415,609,1997,615,5254
"Desocupada (027)",1603,88,113,74,1330
"Hombres (028)",1176,61,69,53,993
"Mujeres (029)",427,27,44,21,337
"No PEA (030)",47150,6870,10254,2920,27236
"Hombres (031)",16267,2714,3868,1181,8554
"Mujeres (032)",30883,4156,6386,1739,18682
,,,,,
"RURAL (036)",5836,666,599,116,4458
"Hombres (037)",3011,305,311,72,2326
"Mujeres (038)",2825,361,288,44,2132
"PEA (039)",2359,111,168,56,2026
"Hombres (040)",1988,85,144,50,1711
"Mujeres (041)",371,26,24,6,315
"Ocupada (042)",2166,101,161,56,1850
"Hombres (043)",1844,81,139,50,1576
"Mujeres (044)",322,20,22,6,274
"Desocupada (045)",193,10,7,,176
"Hombres (046)",144,4,5,,135
"Mujeres (047)",49,6,2,,41
"No PEA (048)",3477,555,431,60,2432
"Hombres (049)",1023,220,167,22,615
"Mujeres (050)",2454,335,264,38,1817
