"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CONDESUYOS (000)",14699,1850,2424,3173,2692,1837,2723
"Católica (001)",13158,1660,2148,2817,2439,1652,2442
"Cristiana/Evangélica (002)",751,75,131,177,115,101,152
"Otra (003)",553,75,92,114,96,72,104
"Ninguna (004)",237,40,53,65,42,12,25
"Hombres (006)",8344,887,1422,2036,1618,1060,1321
"Católica (007)",7467,813,1260,1808,1461,949,1176
"Cristiana/Evangélica (008)",419,30,78,110,71,58,72
"Otra (009)",298,28,45,68,57,42,58
"Ninguna (010)",160,16,39,50,29,11,15
"Mujeres (012)",6355,963,1002,1137,1074,777,1402
"Católica (013)",5691,847,888,1009,978,703,1266
"Cristiana/Evangélica (014)",332,45,53,67,44,43,80
"Otra (015)",255,47,47,46,39,30,46
"Ninguna (016)",77,24,14,15,13,1,10
,,,,,,,
"URBANA (018)",5946,949,960,1066,1104,828,1039
"Católica (019)",5347,845,861,947,1004,746,944
"Cristiana/Evangélica (020)",311,46,50,60,48,50,57
"Otra (021)",186,38,26,32,34,25,31
"Ninguna (022)",102,20,23,27,18,7,7
"Hombres (024)",3037,458,519,547,556,463,494
"Católica (025)",2733,419,465,481,505,417,446
"Cristiana/Evangélica (026)",150,19,22,31,23,27,28
"Otra (027)",88,14,14,15,18,13,14
"Ninguna (028)",66,6,18,20,10,6,6
"Mujeres (030)",2909,491,441,519,548,365,545
"Católica (031)",2614,426,396,466,499,329,498
"Cristiana/Evangélica (032)",161,27,28,29,25,23,29
"Otra (033)",98,24,12,17,16,12,17
"Ninguna (034)",36,14,5,7,8,1,1
,,,,,,,
"RURAL (036)",8753,901,1464,2107,1588,1009,1684
"Católica (037)",7811,815,1287,1870,1435,906,1498
"Cristiana/Evangélica (038)",440,29,81,117,67,51,95
"Otra (039)",367,37,66,82,62,47,73
"Ninguna (040)",135,20,30,38,24,5,18
"Hombres (042)",5307,429,903,1489,1062,597,827
"Católica (043)",4734,394,795,1327,956,532,730
"Cristiana/Evangélica (044)",269,11,56,79,48,31,44
"Otra (045)",210,14,31,53,39,29,44
"Ninguna (046)",94,10,21,30,19,5,9
"Mujeres (048)",3446,472,561,618,526,412,857
"Católica (049)",3077,421,492,543,479,374,768
"Cristiana/Evangélica (050)",171,18,25,38,19,20,51
"Otra (051)",157,23,35,29,23,18,29
"Ninguna (052)",41,10,9,8,5,,9
