"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia SAN MIGUEL",,,,,,,,,
"Viviendas particulares (001)",14703,238,13410,149,317,33,528,4,24
"Ocupantes presentes (002)",55940,936,50817,641,1272,125,2039,18,92
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",14335,237,13154,139,244,31,511,4,15
"Ocupantes presentes (005)",54536,933,49817,598,998,119,1991,18,62
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",5,,5,,,,,,
"Ocupantes presentes (011)",33,,33,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",7,,7,,,,,,
"Ocupantes presentes (014)",21,,21,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",343,,238,8,73,2,17,,5
"Ocupantes presentes (017)",1311,,929,34,274,6,48,,20
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,,,2,,,,,3
"Ocupantes presentes (020)",18,,,9,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,1,6,,,,,,
"Ocupantes presentes (023)",20,3,17,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",1,,,,,,,,1
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2536,142,2357,9,9,,13,2,4
"Ocupantes presentes (029)",8930,543,8257,28,38,,41,13,10
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2518,142,2344,7,9,,13,2,1
"Ocupantes presentes (032)",8857,543,8202,19,38,,41,13,1
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",5,,5,,,,,,
"Ocupantes presentes (038)",33,,33,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",7,,7,,,,,,
"Ocupantes presentes (041)",21,,21,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,,,2,,,,,3
"Ocupantes presentes (047)",18,,,9,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",1,,1,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",12167,96,11053,140,308,33,515,2,20
"Ocupantes presentes (056)",47010,393,42560,613,1234,125,1998,5,82
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",11817,95,10810,132,235,31,498,2,14
"Ocupantes presentes (059)",45679,390,41615,579,960,119,1950,5,61
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",343,,238,8,73,2,17,,5
"Ocupantes presentes (071)",1311,,929,34,274,6,48,,20
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",6,1,5,,,,,,
"Ocupantes presentes (077)",19,3,16,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
