"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia JORGE BASADRE (000)",3115,6512,6103,,111,93.7,1.7
"De 12 a 14 años (001)",208,1,1,,,100,
"De 15 a 19 años (002)",278,42,41,6,97.6,14.3,
"De 20 a 24 años (003)",376,262,260,27,99.2,10.3,
"De 25 a 29 años (004)",415,488,474,35,97.1,7.2,
"De 30 a 34 años (005)",380,667,653,23,97.9,3.4,
"De 35 a 39 años (006)",329,781,748,16,95.8,2,
"De 40 a 44 años (007)",271,696,673,3,96.7,0.4,
"De 45 a 49 años (008)",224,691,670,1,97,0.1,
"De 50 y más años (009)",634,2884,2583,,89.6,,
"PEA (010)",1589,3506,3296,31,94,0.9,
"De 12 a 14 años (011)",12,,,,,,
"De 15 a 19 años (012)",82,19,19,2,100,10.5,
"De 20 a 24 años (013)",208,128,126,7,98.4,5.5,
"De 25 a 29 años (014)",263,280,276,11,98.6,3.9,
"De 30 a 34 años (015)",214,336,329,4,97.9,1.2,
"De 35 a 39 años (016)",199,454,431,5,94.9,1.1,
"De 40 a 44 años (017)",151,383,361,2,94.3,0.5,
"De 45 a 49 años (018)",133,425,407,,95.8,,
"De 50 y más años (019)",327,1481,1347,,91,,
"Ocupada (020)",1514,3373,3164,29,93.8,0.9,
"De 12 a 14 años (021)",12,,,,,,
"De 15 a 19 años (022)",79,18,18,1,100,5.6,
"De 20 a 24 años (023)",193,118,116,6,98.3,5.1,
"De 25 a 29 años (024)",244,262,258,11,98.5,4.2,
"De 30 a 34 años (025)",199,310,303,4,97.7,1.3,
"De 35 a 39 años (026)",189,425,403,5,94.8,1.2,
"De 40 a 44 años (027)",147,374,352,2,94.1,0.5,
"De 45 a 49 años (028)",126,402,384,,95.5,,
"De 50 y más años (029)",325,1464,1330,,90.8,,
"Desocupada (030)",75,133,132,2,99.2,1.5,
"De 15 a 19 años (032)",3,1,1,1,100,100,
"De 20 a 24 años (033)",15,10,10,1,100,10,
"De 25 a 29 años (034)",19,18,18,,100,,
"De 30 a 34 años (035)",15,26,26,,100,,
"De 35 a 39 años (036)",10,29,28,,96.6,,
"De 40 a 44 años (037)",4,9,9,,100,,
"De 45 a 49 años (038)",7,23,23,,100,,
"De 50 y más años (039)",2,17,17,,100,,
"No PEA (040)",1526,3006,2807,80,93.4,2.7,
