"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia LA CONVENCION",,,,,,,,
"Hogares (001)",44497,33541,15851,5907,546,4883,1288,7867
"Ocupantes presentes (002)",163558,125275,61026,22711,2140,19021,4639,26875
"Casa independiente",,,,,,,,
"Hogares (004)",37617,28876,12511,4539,405,3791,908,6448
"Ocupantes presentes (005)",140421,109329,50081,18192,1630,15208,3468,22163
"Departamento en edificio",,,,,,,,
"Hogares (007)",166,133,140,69,19,76,44,9
"Ocupantes presentes (008)",481,388,430,211,62,266,118,22
"Vivienda en quinta",,,,,,,,
"Hogares (010)",579,414,430,184,25,185,72,63
"Ocupantes presentes (011)",1669,1236,1325,594,97,623,225,147
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",3253,2373,2315,918,93,724,247,348
"Ocupantes presentes (014)",9611,7284,7225,2871,330,2481,779,830
"Choza o cabaña",,,,,,,,
"Hogares (016)",2424,1423,213,105,1,18,1,898
"Ocupantes presentes (017)",9889,5907,1054,485,7,96,1,3487
"Vivienda improvisada",,,,,,,,
"Hogares (019)",360,258,207,81,3,79,13,71
"Ocupantes presentes (020)",1205,931,797,312,14,317,42,161
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",64,47,27,6,,10,3,16
"Ocupantes presentes (023)",180,140,78,29,,30,6,36
"Otro tipo",,,,,,,,
"Hogares (025)",34,17,8,5,,,,14
"Ocupantes presentes (026)",102,60,36,17,,,,29
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",14105,10501,9654,3869,510,3783,1192,1713
"Ocupantes presentes (029)",48050,37093,34664,13944,1963,14354,4259,4718
"Casa independiente",,,,,,,,
"Hogares (031)",9690,7281,6532,2611,370,2710,813,1209
"Ocupantes presentes (032)",34935,27140,24799,9935,1460,10641,3089,3532
"Departamento en edificio",,,,,,,,
"Hogares (034)",166,133,140,69,19,76,44,9
"Ocupantes presentes (035)",481,388,430,211,62,266,118,22
"Vivienda en quinta",,,,,,,,
"Hogares (037)",579,414,430,184,25,185,72,63
"Ocupantes presentes (038)",1669,1236,1325,594,97,623,225,147
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",3253,2373,2315,918,93,724,247,348
"Ocupantes presentes (041)",9611,7284,7225,2871,330,2481,779,830
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",360,258,207,81,3,79,13,71
"Ocupantes presentes (047)",1205,931,797,312,14,317,42,161
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",41,33,25,4,,9,3,7
"Ocupantes presentes (050)",99,83,67,15,,26,6,12
"Otro tipo",,,,,,,,
"Hogares (052)",16,9,5,2,,,,6
"Ocupantes presentes (053)",50,31,21,6,,,,14
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",30392,23040,6197,2038,36,1100,96,6154
"Ocupantes presentes (056)",115508,88182,26362,8767,177,4667,380,22157
"Casa independiente",,,,,,,,
"Hogares (058)",27927,21595,5979,1928,35,1081,95,5239
"Ocupantes presentes (059)",105486,82189,25282,8257,170,4567,379,18631
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",2424,1423,213,105,1,18,1,898
"Ocupantes presentes (071)",9889,5907,1054,485,7,96,1,3487
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",23,14,2,2,,1,,9
"Ocupantes presentes (077)",81,57,11,14,,4,,24
"Otro tipo",,,,,,,,
"Hogares (079)",18,8,3,3,,,,8
"Ocupantes presentes (080)",52,29,15,11,,,,15
