"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ANDAHUAYLAS (000)",124008,34007,36222,25940,18184,9655
"Hombres (001)",60090,17337,17712,12461,8559,4021
"Mujeres (002)",63918,16670,18510,13479,9625,5634
"PEA (003)",44285,1369,14385,16119,9889,2523
"Hombres (004)",29679,818,9507,10735,6838,1781
"Mujeres (005)",14606,551,4878,5384,3051,742
"Ocupada (006)",42292,1332,13513,15439,9575,2433
"Hombres (007)",28173,795,8906,10191,6577,1704
"Mujeres (008)",14119,537,4607,5248,2998,729
"Desocupada (009)",1993,37,872,680,314,90
"Hombres (010)",1506,23,601,544,261,77
"Mujeres (011)",487,14,271,136,53,13
"No PEA (012)",79723,32638,21837,9821,8295,7132
"Hombres (013)",30411,16519,8205,1726,1721,2240
"Mujeres (014)",49312,16119,13632,8095,6574,4892
,,,,,,
"URBANA (018)",56395,14410,17738,12908,7848,3491
"Hombres (019)",27262,7267,8525,6194,3812,1464
"Mujeres (020)",29133,7143,9213,6714,4036,2027
"PEA (021)",22954,735,7530,9033,4737,919
"Hombres (022)",13982,452,4459,5409,3058,604
"Mujeres (023)",8972,283,3071,3624,1679,315
"Ocupada (024)",21984,714,7057,8711,4617,885
"Hombres (025)",13350,438,4180,5186,2971,575
"Mujeres (026)",8634,276,2877,3525,1646,310
"Desocupada (027)",970,21,473,322,120,34
"Hombres (028)",632,14,279,223,87,29
"Mujeres (029)",338,7,194,99,33,5
"No PEA (030)",33441,13675,10208,3875,3111,2572
"Hombres (031)",13280,6815,4066,785,754,860
"Mujeres (032)",20161,6860,6142,3090,2357,1712
,,,,,,
"RURAL (036)",67613,19597,18484,13032,10336,6164
"Hombres (037)",32828,10070,9187,6267,4747,2557
"Mujeres (038)",34785,9527,9297,6765,5589,3607
"PEA (039)",21331,634,6855,7086,5152,1604
"Hombres (040)",15697,366,5048,5326,3780,1177
"Mujeres (041)",5634,268,1807,1760,1372,427
"Ocupada (042)",20308,618,6456,6728,4958,1548
"Hombres (043)",14823,357,4726,5005,3606,1129
"Mujeres (044)",5485,261,1730,1723,1352,419
"Desocupada (045)",1023,16,399,358,194,56
"Hombres (046)",874,9,322,321,174,48
"Mujeres (047)",149,7,77,37,20,8
"No PEA (048)",46282,18963,11629,5946,5184,4560
"Hombres (049)",17131,9704,4139,941,967,1380
"Mujeres (050)",29151,9259,7490,5005,4217,3180
