"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia BONGARA",,,,,,,,,
"Viviendas particulares (001)",6381,1736,1798,1157,750,386,237,121,196
"Ocupantes presentes (002)",26676,6394,7507,4966,3351,1735,1164,615,944
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6150,1605,1763,1124,731,377,235,121,194
"Ocupantes presentes (005)",25947,6022,7377,4837,3295,1706,1161,615,934
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",7,1,2,1,1,2,,,
"Ocupantes presentes (008)",21,3,4,3,1,10,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",44,18,6,8,6,2,2,,2
"Ocupantes presentes (011)",157,62,30,30,16,6,3,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",128,68,23,23,9,5,,,
"Ocupantes presentes (014)",370,158,74,91,34,13,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",38,32,3,1,2,,,,
"Ocupantes presentes (017)",134,111,16,5,2,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",5,5,,,,,,,
"Ocupantes presentes (020)",18,18,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",9,7,1,,1,,,,
"Ocupantes presentes (023)",29,20,6,,3,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3833,733,968,804,552,298,194,99,185
"Ocupantes presentes (029)",15732,2472,3838,3328,2455,1318,932,500,889
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3642,636,936,772,535,289,192,99,183
"Ocupantes presentes (032)",15141,2215,3724,3204,2401,1289,929,500,879
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",7,1,2,1,1,2,,,
"Ocupantes presentes (035)",21,3,4,3,1,10,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",44,18,6,8,6,2,2,,2
"Ocupantes presentes (038)",157,62,30,30,16,6,3,,10
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",128,68,23,23,9,5,,,
"Ocupantes presentes (041)",370,158,74,91,34,13,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",5,5,,,,,,,
"Ocupantes presentes (047)",18,18,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,5,1,,1,,,,
"Ocupantes presentes (050)",25,16,6,,3,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2548,1003,830,353,198,88,43,22,11
"Ocupantes presentes (056)",10944,3922,3669,1638,896,417,232,115,55
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2508,969,827,352,196,88,43,22,11
"Ocupantes presentes (059)",10806,3807,3653,1633,894,417,232,115,55
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",38,32,3,1,2,,,,
"Ocupantes presentes (071)",134,111,16,5,2,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
