"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CASTILLA",,,,,,,,,
"Viviendas particulares (001)",7323,671,351,223,1489,118,232,323,3916
"Ocupantes presentes (002)",26019,2404,1272,851,5196,411,708,1141,14036
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6828,659,338,215,1427,96,200,278,3615
"Ocupantes presentes (005)",24478,2374,1230,828,5016,353,596,1000,13081
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",27,5,4,,2,,,1,15
"Ocupantes presentes (008)",99,7,18,,3,,,1,70
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",64,1,,1,1,2,1,3,55
"Ocupantes presentes (011)",204,4,,5,1,10,1,9,174
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",368,4,6,7,59,20,31,40,201
"Ocupantes presentes (014)",1107,14,15,18,176,48,111,129,596
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",8,,,,,,,,8
"Ocupantes presentes (017)",32,,,,,,,,32
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",10,1,,,,,,1,8
"Ocupantes presentes (020)",34,4,,,,,,2,28
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",18,1,3,,,,,,14
"Ocupantes presentes (023)",65,1,9,,,,,,55
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5220,570,314,211,1165,105,225,320,2310
"Ocupantes presentes (029)",18434,2031,1160,820,4061,372,670,1129,8191
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4736,558,302,203,1103,83,193,275,2019
"Ocupantes presentes (032)",16935,2001,1119,797,3881,314,558,988,7277
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",27,5,4,,2,,,1,15
"Ocupantes presentes (035)",99,7,18,,3,,,1,70
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",64,1,,1,1,2,1,3,55
"Ocupantes presentes (038)",204,4,,5,1,10,1,9,174
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",368,4,6,7,59,20,31,40,201
"Ocupantes presentes (041)",1107,14,15,18,176,48,111,129,596
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",10,1,,,,,,1,8
"Ocupantes presentes (047)",34,4,,,,,,2,28
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",15,1,2,,,,,,12
"Ocupantes presentes (050)",55,1,8,,,,,,46
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2103,101,37,12,324,13,7,3,1606
"Ocupantes presentes (056)",7585,373,112,31,1135,39,38,12,5845
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2092,101,36,12,324,13,7,3,1596
"Ocupantes presentes (059)",7543,373,111,31,1135,39,38,12,5804
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",8,,,,,,,,8
"Ocupantes presentes (071)",32,,,,,,,,32
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,,1,,,,,,2
"Ocupantes presentes (077)",10,,1,,,,,,9
"Otro tipo",,,,,,,,,
