"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia PACHITEA (000)",13457,247,7123,3735,828,210,110,33,6,,1165
"Conviviente (001)",5348,112,3030,1400,272,69,26,6,3,,430
"Separado(a) (002)",809,18,421,235,66,20,3,2,1,,43
"Casado(a) (003)",4724,62,2571,1424,313,79,48,15,1,,211
"Viudo(a) (004)",1043,24,490,318,94,26,19,8,1,,63
"Divorciado(a) (005)",69,,40,17,6,,1,1,,,4
"Soltero(a) (006)",1464,31,571,341,77,16,13,1,,,414
,,,,,,,,,,,
"URBANA (008)",2087,44,957,640,196,52,30,6,1,,161
"Conviviente (009)",895,18,434,274,70,21,8,,,,70
"Separado(a) (010)",150,7,71,41,12,6,1,1,,,11
"Casado(a) (011)",676,10,294,224,80,18,13,5,,,32
"Viudo(a) (012)",147,7,72,38,14,5,2,,1,,8
"Divorciado(a) (013)",17,,12,1,2,,1,,,,1
"Soltero(a) (014)",202,2,74,62,18,2,5,,,,39
,,,,,,,,,,,
"RURAL (016)",11370,203,6166,3095,632,158,80,27,5,,1004
"Conviviente (017)",4453,94,2596,1126,202,48,18,6,3,,360
"Separado(a) (018)",659,11,350,194,54,14,2,1,1,,32
"Casado(a) (019)",4048,52,2277,1200,233,61,35,10,1,,179
"Viudo(a) (020)",896,17,418,280,80,21,17,8,,,55
"Divorciado(a) (021)",52,,28,16,4,,,1,,,3
"Soltero(a) (022)",1262,29,497,279,59,14,8,1,,,375
