"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia GRAU",,,,,,,,,
"Hogares (001)",7031,196,86,46,27,16,18,14,6628
"Ocupantes presentes (002)",24865,539,247,146,102,73,61,85,23612
"Casa independiente",,,,,,,,,
"Hogares (004)",6634,187,86,45,27,16,18,14,6241
"Ocupantes presentes (005)",23647,515,247,143,102,73,61,85,22421
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",19,1,,1,,,,,17
"Ocupantes presentes (014)",55,5,,3,,,,,47
"Choza o cabaña",,,,,,,,,
"Hogares (016)",368,8,,,,,,,360
"Ocupantes presentes (017)",1132,19,,,,,,,1113
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",6,,,,,,,,6
"Ocupantes presentes (020)",23,,,,,,,,23
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",3,,,,,,,,3
"Ocupantes presentes (023)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
"Hogares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2862,109,48,29,19,7,11,9,2630
"Ocupantes presentes (029)",9850,276,142,95,69,28,38,63,9139
"Casa independiente",,,,,,,,,
"Hogares (031)",2835,108,48,28,19,7,11,9,2605
"Ocupantes presentes (032)",9770,271,142,92,69,28,38,63,9067
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",19,1,,1,,,,,17
"Ocupantes presentes (041)",55,5,,3,,,,,47
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",6,,,,,,,,6
"Ocupantes presentes (047)",23,,,,,,,,23
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",4169,87,38,17,8,9,7,5,3998
"Ocupantes presentes (056)",15015,263,105,51,33,45,23,22,14473
"Casa independiente",,,,,,,,,
"Hogares (058)",3799,79,38,17,8,9,7,5,3636
"Ocupantes presentes (059)",13877,244,105,51,33,45,23,22,13354
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",368,8,,,,,,,360
"Ocupantes presentes (071)",1132,19,,,,,,,1113
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",4,,,,,,,,4
