"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHUPACA (000)",19037,969,15,4897,8090,1077,1820,639,1530
"Empleado (001)",3007,13,2,114,726,211,826,196,919
"Obrero (002)",3865,207,,1070,2042,200,182,83,81
"Trabajador independiente (003)",8854,481,7,2614,3876,508,640,292,436
"Empleador o patrono (004)",193,5,,32,85,24,17,11,19
"Trabajador familiar no remunerado (005)",2813,239,5,989,1204,112,139,55,70
"Trabajador del hogar (006)",305,24,1,78,157,22,16,2,5
"Hombres (008)",11371,217,7,2378,5558,715,1039,466,991
"Empleado (009)",1805,1,2,66,510,131,422,128,545
"Obrero (010)",2738,75,,615,1604,166,149,67,62
"Trabajador independiente (011)",5634,106,3,1425,2798,350,388,230,334
"Empleador o patrono (012)",128,1,,18,61,13,10,11,14
"Trabajador familiar no remunerado (013)",1048,33,2,248,577,54,68,30,36
"Trabajador del hogar (014)",18,1,,6,8,1,2,,
"Mujeres (016)",7666,752,8,2519,2532,362,781,173,539
"Empleado (017)",1202,12,,48,216,80,404,68,374
"Obrero (018)",1127,132,,455,438,34,33,16,19
"Trabajador independiente (019)",3220,375,4,1189,1078,158,252,62,102
"Empleador o patrono (020)",65,4,,14,24,11,7,,5
"Trabajador familiar no remunerado (021)",1765,206,3,741,627,58,71,25,34
"Trabajador del hogar (022)",287,23,1,72,149,21,14,2,5
,,,,,,,,,
"URBANA (024)",12055,550,13,2660,4883,805,1389,517,1238
"Empleado (025)",2438,10,2,92,551,178,675,156,774
"Obrero (026)",2133,114,,574,1088,134,109,60,54
"Trabajador independiente (027)",5698,297,6,1488,2461,379,476,247,344
"Empleador o patrono (028)",153,5,,22,65,22,14,9,16
"Trabajador familiar no remunerado (029)",1474,114,4,452,630,78,103,45,48
"Trabajador del hogar (030)",159,10,1,32,88,14,12,,2
"Hombres (032)",7154,132,6,1289,3244,533,772,379,799
"Empleado (033)",1438,1,2,46,369,114,348,103,455
"Obrero (034)",1551,47,,342,866,116,87,49,44
"Trabajador independiente (035)",3510,67,3,766,1685,254,276,197,262
"Empleador o patrono (036)",101,1,,11,48,11,9,9,12
"Trabajador familiar no remunerado (037)",543,16,1,122,270,37,50,21,26
"Trabajador del hogar (038)",11,,,2,6,1,2,,
"Mujeres (040)",4901,418,7,1371,1639,272,617,138,439
"Empleado (041)",1000,9,,46,182,64,327,53,319
"Obrero (042)",582,67,,232,222,18,22,11,10
"Trabajador independiente (043)",2188,230,3,722,776,125,200,50,82
"Empleador o patrono (044)",52,4,,11,17,11,5,,4
"Trabajador familiar no remunerado (045)",931,98,3,330,360,41,53,24,22
"Trabajador del hogar (046)",148,10,1,30,82,13,10,,2
,,,,,,,,,
"RURAL (048)",6982,419,2,2237,3207,272,431,122,292
"Empleado (049)",569,3,,22,175,33,151,40,145
"Obrero (050)",1732,93,,496,954,66,73,23,27
"Trabajador independiente (051)",3156,184,1,1126,1415,129,164,45,92
"Empleador o patrono (052)",40,,,10,20,2,3,2,3
"Trabajador familiar no remunerado (053)",1339,125,1,537,574,34,36,10,22
"Trabajador del hogar (054)",146,14,,46,69,8,4,2,3
"Hombres (056)",4217,85,1,1089,2314,182,267,87,192
"Empleado (057)",367,,,20,141,17,74,25,90
"Obrero (058)",1187,28,,273,738,50,62,18,18
"Trabajador independiente (059)",2124,39,,659,1113,96,112,33,72
"Empleador o patrono (060)",27,,,7,13,2,1,2,2
"Trabajador familiar no remunerado (061)",505,17,1,126,307,17,18,9,10
"Trabajador del hogar (062)",7,1,,4,2,,,,
"Mujeres (064)",2765,334,1,1148,893,90,164,35,100
"Empleado (065)",202,3,,2,34,16,77,15,55
"Obrero (066)",545,65,,223,216,16,11,5,9
"Trabajador independiente (067)",1032,145,1,467,302,33,52,12,20
"Empleador o patrono (068)",13,,,3,7,,2,,1
"Trabajador familiar no remunerado (069)",834,108,,411,267,17,18,1,12
"Trabajador del hogar (070)",139,13,,42,67,8,4,2,3
