"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia TARATA (000)",2788,2353,435
"De 3 a 5 años (001)",405,30,375
"De 6 a 11 años (002)",704,654,50
"De 12 a 16 años (003)",678,674,4
"De 17 a 24 años (004)",1001,995,6
"Hombres (005)",1445,1222,223
"De 3 a 5 años (006)",206,15,191
"De 6 a 11 años (007)",361,331,30
"De 12 a 16 años (008)",372,372,
"De 17 a 24 años (009)",506,504,2
"Mujeres (010)",1343,1131,212
"De 3 a 5 años (011)",199,15,184
"De 6 a 11 años (012)",343,323,20
"De 12 a 16 años (013)",306,302,4
"De 17 a 24 años (014)",495,491,4
,,,
"URBANA (015)",2181,1855,326
"De 3 a 5 años (016)",306,20,286
"De 6 a 11 años (017)",553,521,32
"De 12 a 16 años (018)",543,539,4
"De 17 a 24 años (019)",779,775,4
"Hombres (020)",1128,966,162
"De 3 a 5 años (021)",154,10,144
"De 6 a 11 años (022)",279,262,17
"De 12 a 16 años (023)",298,298,
"De 17 a 24 años (024)",397,396,1
"Mujeres (025)",1053,889,164
"De 3 a 5 años (026)",152,10,142
"De 6 a 11 años (027)",274,259,15
"De 12 a 16 años (028)",245,241,4
"De 17 a 24 años (029)",382,379,3
,,,
"RURAL (030)",607,498,109
"De 3 a 5 años (031)",99,10,89
"De 6 a 11 años (032)",151,133,18
"De 12 a 16 años (033)",135,135,
"De 17 a 24 años (034)",222,220,2
"Hombres (035)",317,256,61
"De 3 a 5 años (036)",52,5,47
"De 6 a 11 años (037)",82,69,13
"De 12 a 16 años (038)",74,74,
"De 17 a 24 años (039)",109,108,1
"Mujeres (040)",290,242,48
"De 3 a 5 años (041)",47,5,42
"De 6 a 11 años (042)",69,64,5
"De 12 a 16 años (043)",61,61,
"De 17 a 24 años (044)",113,112,1
