"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CASTROVIRREYNA (000)",16999,1450,252,7466,5790,502,733,198,608
"Hombres (001)",8916,277,146,3650,3513,338,446,143,403
"Mujeres (002)",8083,1173,106,3816,2277,164,287,55,205
"PEA (003)",6668,371,3,2169,2608,291,578,131,517
"Hombres (004)",4667,113,2,1414,2065,236,381,107,349
"Mujeres (005)",2001,258,1,755,543,55,197,24,168
"Ocupada (006)",6492,369,3,2117,2520,279,569,129,506
"Hombres (007)",4531,111,2,1371,1995,229,375,106,342
"Mujeres (008)",1961,258,1,746,525,50,194,23,164
"Desocupada (009)",176,2,,52,88,12,9,2,11
"Hombres (010)",136,2,,43,70,7,6,1,7
"Mujeres (011)",40,,,9,18,5,3,1,4
"No PEA (012)",10331,1079,249,5297,3182,211,155,67,91
"Hombres (013)",4249,164,144,2236,1448,102,65,36,54
"Mujeres (014)",6082,915,105,3061,1734,109,90,31,37
,,,,,,,,,
"URBANA (018)",5503,232,70,1774,2145,275,458,113,436
"Hombres (019)",3006,39,40,858,1293,175,249,81,271
"Mujeres (020)",2497,193,30,916,852,100,209,32,165
"PEA (021)",2715,58,1,534,1130,172,368,76,376
"Hombres (022)",1910,20,1,356,888,129,216,60,240
"Mujeres (023)",805,38,,178,242,43,152,16,136
"Ocupada (024)",2630,58,1,517,1088,163,361,75,367
"Hombres (025)",1854,20,1,344,858,125,212,60,234
"Mujeres (026)",776,38,,173,230,38,149,15,133
"Desocupada (027)",85,,,17,42,9,7,1,9
"Hombres (028)",56,,,12,30,4,4,,6
"Mujeres (029)",29,,,5,12,5,3,1,3
"No PEA (030)",2788,174,69,1240,1015,103,90,37,60
"Hombres (031)",1096,19,39,502,405,46,33,21,31
"Mujeres (032)",1692,155,30,738,610,57,57,16,29
,,,,,,,,,
"RURAL (036)",11496,1218,182,5692,3645,227,275,85,172
"Hombres (037)",5910,238,106,2792,2220,163,197,62,132
"Mujeres (038)",5586,980,76,2900,1425,64,78,23,40
"PEA (039)",3953,313,2,1635,1478,119,210,55,141
"Hombres (040)",2757,93,1,1058,1177,107,165,47,109
"Mujeres (041)",1196,220,1,577,301,12,45,8,32
"Ocupada (042)",3862,311,2,1600,1432,116,208,54,139
"Hombres (043)",2677,91,1,1027,1137,104,163,46,108
"Mujeres (044)",1185,220,1,573,295,12,45,8,31
"Desocupada (045)",91,2,,35,46,3,2,1,2
"Hombres (046)",80,2,,31,40,3,2,1,1
"Mujeres (047)",11,,,4,6,,,,1
"No PEA (048)",7543,905,180,4057,2167,108,65,30,31
"Hombres (049)",3153,145,105,1734,1043,56,32,15,23
"Mujeres (050)",4390,760,75,2323,1124,52,33,15,8
