"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia FERREÑAFE (000)",27955,2938,77,8834,9252,1452,2904,623,1875
"Empleado (001)",4407,40,,233,853,387,1442,242,1210
"Obrero (002)",9750,985,23,3626,4081,355,435,102,143
"Trabajador independiente (003)",9838,1206,20,3260,3205,606,864,228,449
"Empleador o patrono (004)",759,93,1,314,210,36,48,18,39
"Trabajador familiar no remunerado (005)",2527,539,31,1159,646,43,65,19,25
"Trabajador del hogar (006)",674,75,2,242,257,25,50,14,9
"Hombres (008)",20603,1671,44,6864,7595,1044,1766,435,1184
"Empleado (009)",2497,18,,143,596,226,704,147,663
"Obrero (010)",8744,691,15,3218,3854,336,401,93,136
"Trabajador independiente (011)",7279,734,15,2552,2455,427,585,168,343
"Empleador o patrono (012)",706,92,,302,198,28,40,17,29
"Trabajador familiar no remunerado (013)",1350,130,13,643,480,26,35,10,13
"Trabajador del hogar (014)",27,6,1,6,12,1,1,,
"Mujeres (016)",7352,1267,33,1970,1657,408,1138,188,691
"Empleado (017)",1910,22,,90,257,161,738,95,547
"Obrero (018)",1006,294,8,408,227,19,34,9,7
"Trabajador independiente (019)",2559,472,5,708,750,179,279,60,106
"Empleador o patrono (020)",53,1,1,12,12,8,8,1,10
"Trabajador familiar no remunerado (021)",1177,409,18,516,166,17,30,9,12
"Trabajador del hogar (022)",647,69,1,236,245,24,49,14,9
,,,,,,,,,
"URBANA (024)",16133,658,14,3413,6070,1216,2512,547,1703
"Empleado (025)",3945,32,,188,765,337,1277,225,1121
"Obrero (026)",4972,277,5,1519,2413,254,325,73,106
"Trabajador independiente (027)",5739,241,2,1224,2332,541,779,207,413
"Empleador o patrono (028)",317,8,1,75,110,32,44,12,35
"Trabajador familiar no remunerado (029)",597,56,4,203,227,30,40,18,19
"Trabajador del hogar (030)",563,44,2,204,223,22,47,12,9
"Hombres (032)",11363,391,8,2462,4761,856,1467,369,1049
"Empleado (033)",2201,15,,112,533,199,604,135,603
"Obrero (034)",4666,240,5,1421,2293,241,300,65,101
"Trabajador independiente (035)",3940,118,2,770,1701,375,514,149,311
"Empleador o patrono (036)",269,7,,67,98,24,36,11,26
"Trabajador familiar no remunerado (037)",270,10,,89,126,16,12,9,8
"Trabajador del hogar (038)",17,1,1,3,10,1,1,,
"Mujeres (040)",4770,267,6,951,1309,360,1045,178,654
"Empleado (041)",1744,17,,76,232,138,673,90,518
"Obrero (042)",306,37,,98,120,13,25,8,5
"Trabajador independiente (043)",1799,123,,454,631,166,265,58,102
"Empleador o patrono (044)",48,1,1,8,12,8,8,1,9
"Trabajador familiar no remunerado (045)",327,46,4,114,101,14,28,9,11
"Trabajador del hogar (046)",546,43,1,201,213,21,46,12,9
,,,,,,,,,
"RURAL (048)",11822,2280,63,5421,3182,236,392,76,172
"Empleado (049)",462,8,,45,88,50,165,17,89
"Obrero (050)",4778,708,18,2107,1668,101,110,29,37
"Trabajador independiente (051)",4099,965,18,2036,873,65,85,21,36
"Empleador o patrono (052)",442,85,,239,100,4,4,6,4
"Trabajador familiar no remunerado (053)",1930,483,27,956,419,13,25,1,6
"Trabajador del hogar (054)",111,31,,38,34,3,3,2,
"Hombres (056)",9240,1280,36,4402,2834,188,299,66,135
"Empleado (057)",296,3,,31,63,27,100,12,60
"Obrero (058)",4078,451,10,1797,1561,95,101,28,35
"Trabajador independiente (059)",3339,616,13,1782,754,52,71,19,32
"Empleador o patrono (060)",437,85,,235,100,4,4,6,3
"Trabajador familiar no remunerado (061)",1080,120,13,554,354,10,23,1,5
"Trabajador del hogar (062)",10,5,,3,2,,,,
"Mujeres (064)",2582,1000,27,1019,348,48,93,10,37
"Empleado (065)",166,5,,14,25,23,65,5,29
"Obrero (066)",700,257,8,310,107,6,9,1,2
"Trabajador independiente (067)",760,349,5,254,119,13,14,2,4
"Empleador o patrono (068)",5,,,4,,,,,1
"Trabajador familiar no remunerado (069)",850,363,14,402,65,3,2,,1
"Trabajador del hogar (070)",101,26,,35,32,3,3,2,
