"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARABAYA (000)",68596,11912,1887,32336,19037,984,862,613,965
"Quechua (001)",57703,10505,1424,28577,15458,602,439,336,362
"Aymara (002)",426,35,2,125,175,20,31,5,33
"Ashaninca (003)",6,,1,3,2,,,,
"Otra lengua nativa (004)",23,3,,3,7,3,3,1,3
"Castellano (005)",10385,1342,460,3615,3394,356,383,270,565
"Idioma extranjero (006)",14,,,2,,3,6,1,2
"Es sordomudo/a (007)",39,27,,11,1,,,,
"Hombres (009)",35653,4272,935,16458,11747,623,554,401,663
"Quechua (010)",29455,3560,691,14489,9555,386,289,219,266
"Aymara (011)",292,12,1,74,136,15,23,5,26
"Ashaninca (012)",3,,,1,2,,,,
"Otra lengua nativa (013)",16,,,1,7,3,2,1,2
"Castellano (014)",5856,688,243,1883,2047,218,235,175,367
"Idioma extranjero (015)",11,,,2,,1,5,1,2
"Es sordomudo/a (016)",20,12,,8,,,,,
"Mujeres (018)",32943,7640,952,15878,7290,361,308,212,302
"Quechua (019)",28248,6945,733,14088,5903,216,150,117,96
"Aymara (020)",134,23,1,51,39,5,8,,7
"Ashaninca (021)",3,,1,2,,,,,
"Otra lengua nativa (022)",7,3,,2,,,1,,1
"Castellano (023)",4529,654,217,1732,1347,138,148,95,198
"Idioma extranjero (024)",3,,,,,2,1,,
"Es sordomudo/a (025)",19,15,,3,1,,,,
,,,,,,,,,
"URBANA (027)",28137,4004,862,11860,8923,645,632,444,767
"Quechua (028)",20249,3048,489,9169,6404,350,295,217,277
"Aymara (029)",158,18,1,33,46,11,20,4,25
"Ashaninca (030)",4,,1,1,2,,,,
"Otra lengua nativa (031)",21,3,,2,7,3,3,1,2
"Castellano (032)",7683,930,371,2650,2463,279,308,221,461
"Idioma extranjero (033)",13,,,2,,2,6,1,2
"Es sordomudo/a (034)",9,5,,3,1,,,,
"Hombres (036)",14225,1428,425,5654,5144,373,395,279,527
"Quechua (037)",9911,951,232,4296,3695,207,189,133,208
"Aymara (038)",98,4,,15,35,6,15,4,19
"Ashaninca (039)",2,,,,2,,,,
"Otra lengua nativa (040)",15,,,1,7,3,2,1,1
"Castellano (041)",4184,470,193,1339,1405,156,184,140,297
"Idioma extranjero (042)",11,,,2,,1,5,1,2
"Es sordomudo/a (043)",4,3,,1,,,,,
"Mujeres (045)",13912,2576,437,6206,3779,272,237,165,240
"Quechua (046)",10338,2097,257,4873,2709,143,106,84,69
"Aymara (047)",60,14,1,18,11,5,5,,6
"Ashaninca (048)",2,,1,1,,,,,
"Otra lengua nativa (049)",6,3,,1,,,1,,1
"Castellano (050)",3499,460,178,1311,1058,123,124,81,164
"Idioma extranjero (051)",2,,,,,1,1,,
"Es sordomudo/a (052)",5,2,,2,1,,,,
,,,,,,,,,
"RURAL (054)",40459,7908,1025,20476,10114,339,230,169,198
"Quechua (055)",37454,7457,935,19408,9054,252,144,119,85
"Aymara (056)",268,17,1,92,129,9,11,1,8
"Ashaninca (057)",2,,,2,,,,,
"Otra lengua nativa (058)",2,,,1,,,,,1
"Castellano (059)",2702,412,89,965,931,77,75,49,104
"Idioma extranjero (060)",1,,,,,1,,,
"Es sordomudo/a (061)",30,22,,8,,,,,
"Hombres (063)",21428,2844,510,10804,6603,250,159,122,136
"Quechua (064)",19544,2609,459,10193,5860,179,100,86,58
"Aymara (065)",194,8,1,59,101,9,8,1,7
"Ashaninca (066)",1,,,1,,,,,
"Otra lengua nativa (067)",1,,,,,,,,1
"Castellano (068)",1672,218,50,544,642,62,51,35,70
"Es sordomudo/a (070)",16,9,,7,,,,,
"Mujeres (072)",19031,5064,515,9672,3511,89,71,47,62
"Quechua (073)",17910,4848,476,9215,3194,73,44,33,27
"Aymara (074)",74,9,,33,28,,3,,1
"Ashaninca (075)",1,,,1,,,,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",1030,194,39,421,289,15,24,14,34
"Idioma extranjero (078)",1,,,,,1,,,
"Es sordomudo/a (079)",14,13,,1,,,,,
