"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHUPACA (000)",45901,2418,5170,1166,37193
"Hombres (001)",22049,1139,2632,683,17621
"Mujeres (002)",23852,1279,2538,483,19572
"PEA (003)",19799,354,2365,585,16523
"Hombres (004)",11916,154,1396,423,9964
"Mujeres (005)",7883,200,969,162,6559
"Ocupada (006)",19037,341,2321,570,15833
"Hombres (007)",11371,146,1368,411,9467
"Mujeres (008)",7666,195,953,159,6366
"Desocupada (009)",762,13,44,15,690
"Hombres (010)",545,8,28,12,497
"Mujeres (011)",217,5,16,3,193
"No PEA (012)",26102,2064,2805,581,20670
"Hombres (013)",10133,985,1236,260,7657
"Mujeres (014)",15969,1079,1569,321,13013
,,,,,
"URBANA (018)",27910,1318,3942,936,21751
"Hombres (019)",13556,617,1985,551,10421
"Mujeres (020)",14354,701,1957,385,11330
"PEA (021)",12553,241,1834,484,10015
"Hombres (022)",7491,110,1047,347,6001
"Mujeres (023)",5062,131,787,137,4014
"Ocupada (024)",12055,233,1795,470,9578
"Hombres (025)",7154,105,1024,336,5703
"Mujeres (026)",4901,128,771,134,3875
"Desocupada (027)",498,8,39,14,437
"Hombres (028)",337,5,23,11,298
"Mujeres (029)",161,3,16,3,139
"No PEA (030)",15357,1077,2108,452,11736
"Hombres (031)",6065,507,938,204,4420
"Mujeres (032)",9292,570,1170,248,7316
,,,,,
"RURAL (036)",17991,1100,1228,230,15442
"Hombres (037)",8493,522,647,132,7200
"Mujeres (038)",9498,578,581,98,8242
"PEA (039)",7246,113,531,101,6508
"Hombres (040)",4425,44,349,76,3963
"Mujeres (041)",2821,69,182,25,2545
"Ocupada (042)",6982,108,526,100,6255
"Hombres (043)",4217,41,344,75,3764
"Mujeres (044)",2765,67,182,25,2491
"Desocupada (045)",264,5,5,1,253
"Hombres (046)",208,3,5,1,199
"Mujeres (047)",56,2,,,54
"No PEA (048)",10745,987,697,129,8934
"Hombres (049)",4068,478,298,56,3237
"Mujeres (050)",6677,509,399,73,5697
