"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PISCO (000)",48472,597,17126,17613,11417,1719
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",108,,8,37,56,7
"Profes., científicos e intelectuales (002)",3233,,758,1576,859,40
"Técnicos de nivel medio y trab.asimilados (003)",2203,4,701,863,581,54
"Jefes y empleados de oficina (004)",1675,,630,597,434,14
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",5833,75,1759,2241,1495,263
"Agricult.trabaj. calif. agrop. y pesqueros (006)",4892,11,1143,1716,1573,449
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",5237,22,2186,1826,1065,138
"Obreros construc., conf., papel, fab., instr. (008)",6123,21,2062,2423,1454,163
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",14544,429,5940,4696,3016,463
"Otra (010)",830,,272,415,143,
"Ocupación no especificada (011)",1037,8,385,357,247,40
"Desocupado (012)",2757,27,1282,866,494,88
"Hombres (013)",33967,417,12036,11980,8187,1347
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",72,,6,23,37,6
"Profes., científicos e intelectuales (015)",1378,,244,598,504,32
"Técnicos de nivel medio y trab.asimilados (016)",1524,3,448,599,430,44
"Jefes y empleados de oficina (017)",911,,275,338,287,11
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2641,36,836,972,650,147
"Agricult.trabaj. calif. agrop. y pesqueros (019)",4359,10,1021,1509,1411,408
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",4278,16,1775,1479,890,118
"Obreros construc., conf., papel, fab., instr. (021)",5981,16,2020,2359,1424,162
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",9534,308,4109,2938,1854,325
"Otra (023)",804,,257,405,142,
"Ocupación no especificada (024)",650,5,257,209,160,19
"Desocupado (025)",1835,23,788,551,398,75
"Mujeres (026)",14505,180,5090,5633,3230,372
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",36,,2,14,19,1
"Profes., científicos e intelectuales (028)",1855,,514,978,355,8
"Técnicos de nivel medio y trab.asimilados (029)",679,1,253,264,151,10
"Jefes y empleados de oficina (030)",764,,355,259,147,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",3192,39,923,1269,845,116
"Agricult.trabaj. calif. agrop. y pesqueros (032)",533,1,122,207,162,41
