"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUAMALIES (000)",18368,328,5925,6146,4625,1344
"Empleado (001)",1667,4,417,876,356,14
"Obrero (002)",5087,94,1974,1576,1155,288
"Trabajador independiente (003)",7816,8,1848,2777,2403,780
"Empleador o patrono (004)",468,,85,168,153,62
"Trabajador familiar no remunerado (005)",2965,200,1435,659,490,181
"Trabajador del hogar (006)",365,22,166,90,68,19
"Hombres (008)",14186,228,4585,4651,3611,1111
"Empleado (009)",980,,218,494,260,8
"Obrero (010)",4422,80,1748,1352,979,263
"Trabajador independiente (011)",6392,3,1464,2273,1985,667
"Empleador o patrono (012)",411,,70,152,132,57
"Trabajador familiar no remunerado (013)",1890,137,1045,357,241,110
"Trabajador del hogar (014)",91,8,40,23,14,6
"Mujeres (016)",4182,100,1340,1495,1014,233
"Empleado (017)",687,4,199,382,96,6
"Obrero (018)",665,14,226,224,176,25
"Trabajador independiente (019)",1424,5,384,504,418,113
"Empleador o patrono (020)",57,,15,16,21,5
"Trabajador familiar no remunerado (021)",1075,63,390,302,249,71
"Trabajador del hogar (022)",274,14,126,67,54,13
,,,,,,
"URBANA (024)",5290,74,1430,2068,1392,326
"Empleado (025)",1226,4,282,662,269,9
"Obrero (026)",1058,17,356,357,258,70
"Trabajador independiente (027)",2167,5,469,819,683,191
"Empleador o patrono (028)",160,,34,52,53,21
"Trabajador familiar no remunerado (029)",518,34,213,142,98,31
"Trabajador del hogar (030)",161,14,76,36,31,4
"Hombres (032)",3655,37,968,1366,1019,265
"Empleado (033)",733,,146,379,203,5
"Obrero (034)",924,12,322,312,211,67
"Trabajador independiente (035)",1557,2,322,565,515,153
"Empleador o patrono (036)",131,,26,41,44,20
"Trabajador familiar no remunerado (037)",284,19,140,64,41,20
"Trabajador del hogar (038)",26,4,12,5,5,
"Mujeres (040)",1635,37,462,702,373,61
"Empleado (041)",493,4,136,283,66,4
"Obrero (042)",134,5,34,45,47,3
"Trabajador independiente (043)",610,3,147,254,168,38
"Empleador o patrono (044)",29,,8,11,9,1
"Trabajador familiar no remunerado (045)",234,15,73,78,57,11
"Trabajador del hogar (046)",135,10,64,31,26,4
,,,,,,
"RURAL (048)",13078,254,4495,4078,3233,1018
"Empleado (049)",441,,135,214,87,5
"Obrero (050)",4029,77,1618,1219,897,218
"Trabajador independiente (051)",5649,3,1379,1958,1720,589
"Empleador o patrono (052)",308,,51,116,100,41
"Trabajador familiar no remunerado (053)",2447,166,1222,517,392,150
"Trabajador del hogar (054)",204,8,90,54,37,15
"Hombres (056)",10531,191,3617,3285,2592,846
"Empleado (057)",247,,72,115,57,3
"Obrero (058)",3498,68,1426,1040,768,196
"Trabajador independiente (059)",4835,1,1142,1708,1470,514
"Empleador o patrono (060)",280,,44,111,88,37
"Trabajador familiar no remunerado (061)",1606,118,905,293,200,90
"Trabajador del hogar (062)",65,4,28,18,9,6
"Mujeres (064)",2547,63,878,793,641,172
"Empleado (065)",194,,63,99,30,2
"Obrero (066)",531,9,192,179,129,22
"Trabajador independiente (067)",814,2,237,250,250,75
"Empleador o patrono (068)",28,,7,5,12,4
"Trabajador familiar no remunerado (069)",841,48,317,224,192,60
"Trabajador del hogar (070)",139,4,62,36,28,9
